trade_date,code,name,lb_num,first_limit_time,last_limit_time,open_times,seal_amount,turnover,amount,industry
20260901,000011,深物业A,2,09:25,09:25,0,93488873.0,2.181344747543335,115646357.0,房地产开
20260901,000560,我爱我家,2,09:25,09:25,0,458788700.0,2.7320752143859863,185611600.0,房地产服
20260901,000965,天保基建,1,09:25,14:50,4,13143640.0,12.123248100280762,480043392.0,房地产开
20260901,002084,海鸥住工,6,09:25,09:25,0,330898030.0,0.9686427712440491,39838028.0,家居用品
20260901,002133,广宇集团,1,09:25,09:25,0,31150784.0,4.047872066497803,96606416.0,房地产开
20260901,002679,福建金森,2,09:25,09:25,0,353959062.0,2.1474597454071045,59436861.0,林业Ⅱ
20260901,600371,万向德农,5,09:25,09:25,0,141811384.0,4.6880316734313965,174057944.0,种植业
20260901,601086,国芳集团,2,09:25,10:52,1,84343826.0,3.8064563274383545,232455626.0,一般零售
20260901,600540,新赛股份,3,09:25,09:25,0,246778242.0,1.2240464687347412,39566761.0,种植业
20260901,002375,亚厦股份,1,09:30,09:34,3,33365046.0,2.2405099868774414,120519238.0,装修装饰
20260901,002886,沃特股份,3,09:30,14:08,7,39240009.0,31.392820358276367,1885965312.0,塑料
20260901,002855,捷荣技术,5,09:31,10:09,5,34681010.0,14.488382339477539,565427776.0,消费电子
20260901,002098,浔兴股份,1,09:31,09:31,0,14095425.0,2.984240770339966,86425158.0,纺织制造
20260901,000712,锦龙股份,4,09:31,14:26,3,52450882.0,27.43531036376953,3119349440.0,证券Ⅱ
20260901,002534,西子洁能,1,09:31,09:31,1,168303744.0,1.015695333480835,137221991.0,其他电源
20260901,002169,智光电气,1,09:31,09:32,1,94983030.0,3.0750317573547363,309032640.0,电网设备
20260901,600691,潞化科技,2,09:32,09:59,1,43728386.0,5.813710689544678,437009792.0,农化制品
20260901,001221,悍高集团,1,09:33,13:24,6,33165025.0,9.553241729736328,300949264.0,家居用品
20260901,601882,海天精工,1,09:33,09:34,1,31377924.0,1.9834851026535034,223856257.0,通用设备
20260901,600110,诺德股份,1,09:33,09:34,1,171295470.0,8.27534294128418,1699415664.0,电池
20260901,603270,金帝股份,1,09:34,09:38,2,46237125.0,12.811914443969727,270645808.0,通用设备
20260901,000892,欢瑞世纪,1,09:34,09:34,0,158916820.0,7.524365425109863,226322636.0,影视院线
20260901,600227,赤天化,2,09:35,09:39,2,76193722.0,16.538843154907227,1044807616.0,农化制品
20260901,300413,芒果超媒,1,09:35,09:35,0,387913397.0,6.4140400886535645,1086735440.0,数字媒体
20260901,603269,海鸥股份,3,09:35,09:41,4,29005256.0,10.549492835998535,1089466656.0,通用设备
20260901,603721,中广天择,1,09:35,09:36,1,61782789.0,4.087230205535889,100222873.0,影视院线
20260901,605287,德才股份,1,09:36,10:37,2,73779552.0,6.5847859382629395,373426768.0,装修装饰
20260901,603216,梦天家居,1,09:36,09:46,2,75041715.0,3.2931878566741943,163320099.0,家居用品
