trade_date,code,name,break_times,first_seal_time,up_pct,industry
20260901,000402,金 融 街,1,09:25,2.3529412746429443,房地产开
20260901,000736,中交发展,2,09:25,1.2820513248443604,房地产服
20260901,002285,世联行,2,09:25,3.433476448059082,房地产服
20260901,300917,特发服务,1,09:25,6.337307929992676,房地产服
20260901,600162,香江控股,1,09:25,-7.276119232177734,房地产开
20260901,000514,渝 开 发,1,09:30,4.556354999542236,房地产开
20260901,000716,黑芝麻,1,09:30,3.527336835861206,休闲食品
20260901,600354,敦煌种业,5,09:30,0.974421501159668,种植业
20260901,603086,先达股份,1,09:30,1.1058452129364014,农化制品
20260901,000797,中国武夷,1,09:30,0.39840638637542725,房地产开
20260901,002918,蒙娜丽莎,1,09:30,1.500441312789917,家居用品
20260901,600622,光大嘉宝,1,09:30,-0.42918455600738525,房地产开
20260901,605188,国光连锁,1,09:30,1.869857907295227,一般零售
20260901,600683,京投发展,1,09:30,0.5439710021018982,房地产开
20260901,600159,大龙地产,2,09:31,1.8867924213409424,房地产开
20260901,001298,好上好,3,09:47,7.471909999847412,其他电子
20260901,603801,志邦家居,1,09:49,0.9202454090118408,家居用品
20260901,002029,七 匹 狼,2,09:50,4.24799108505249,服装家纺
20260901,002862,实丰文化,1,09:51,5.028328895568848,文娱用品
20260901,002942,新农股份,2,09:52,5.212817192077637,农化制品
20260901,600520,三佳科技,1,09:56,6.8135457038879395,半导体
20260901,603958,哈森股份,1,10:11,3.8602941036224365,服装家纺
20260901,002860,星帅尔,1,10:16,7.788161754608154,家电零部
20260901,002696,百洋股份,1,10:29,3.5993740558624268,饲料
20260901,002103,广博股份,1,10:33,4.0723981857299805,文娱用品
20260901,601599,浙文影业,1,13:19,6.031745910644531,纺织制造
20260901,000917,电广传媒,1,13:20,6.8085103034973145,电视广播
20260901,001326,联域股份,1,14:00,8.116026878356934,照明设备
20260901,601886,江河集团,1,14:10,6.196746826171875,装修装饰
20260901,002871,伟隆股份,1,14:15,9.112286567687988,通用设备
