board_code,board_name,pct,main_net_inflow,leader_code,leader_name,leader_pct
BK1492,焦炭Ⅲ,1.2,86761106.0,600792,云煤能源,10.1
BK1249,焦炭Ⅱ,1.2,86761106.0,600792,云煤能源,10.1
BK1457,厨房小家电,1.16,-5053133.0,001259,利仁科技,3.39
BK1400,制冷空调设备,1.16,533589648.0,300990,同飞股份,7.22
BK1244,小家电,1.15,-6047614.0,301187,欧圣电气,6.17
BK1352,非运动服装,1.14,130254066.0,600630,龙头股份,10.07
BK1443,橡胶助剂,1.14,62691456.0,603650,彤程新材,4.24
BK0450,航运港口,1.14,532743088.0,601872,招商轮船,10.02
BK1546,电商服务,1.14,22040394.0,301001,凯淳股份,2.17
BK0465,化学制药,1.12,-17743584.0,300434,金石亚药,19.98
BK1602,诊断服务,1.1,-12704842.0,301060,兰卫医学,3.04
BK1585,乳品,1.09,181844957.0,920786,骑士乳业,4.22
BK1225,服装家纺,1.07,136019200.0,600630,龙头股份,10.07
BK1509,水产饲料,1.06,28438123.0,603668,天马科技,3.41
BK1402,楼宇设备,1.05,-44027468.0,002774,快意电梯,6.61
BK1272,旅游及景区,1.04,-54786560.0,600593,大连圣亚,10.01
BK1578,其他酒类,1.03,-109408515.0,601579,会稽山,5.37
BK1514,水产养殖,1.02,9110730.0,600257,大湖股份,1.45
BK1538,瓷砖地板,1.02,35894206.0,603221,爱丽家居,6.28
BK1594,化学制剂,1.01,54586176.0,300434,金石亚药,19.98
BK1527,轮胎轮毂,1.0,36082112.0,300695,兆丰股份,6.47
BK1545,特种纸,0.98,7856139.0,600356,恒丰纸业,10.04
BK1528,其他汽车零部件,0.96,173891680.0,002510,天汽模,6.64
