trade_date,code,secucode,name,close_price,change_rate,turnover_rate,accum_amount,lhb_net_amt,lhb_buy_amt,lhb_sell_amt,deal_amount_ratio,deal_net_ratio,reason,reason_type,market,trade_market,buy_seats,sell_seats,buy_ratio,sell_ratio
20260907,002463,002463.SZ,沪电股份,122.65,10.0,4.1657,9613926292.0,1742803150.26,2604020754.26,861217604.0,36.043945553686,18.127902142439,日涨幅偏离值达到7%的前5只证券,4家机构买入，成功率39.83%,SZ,深交所主板,13333.0,13313.0,25.556766201593,8.268307578574
20260907,688498,688498.SH,源杰科技,1702.0,16.0982,4.5893,9004888400.0,1317008182.05,2046778257.75,729770075.7,30.833789494271,14.625480334104,有价格涨跌幅限制的日收盘价格涨幅达到15%的前五只证券,1家机构买入，成功率43.16%,SH,上交所科创板,11311.0,11111.0,22.729634914188,8.104154580083
20260907,002281,002281.SZ,光迅科技,184.47,10.0,5.4457,7691316761.0,1096944986.73,1815642350.04,718697363.31,32.950661012959,14.262122089318,日涨幅偏离值达到7%的前5只证券,4家机构买入，成功率39.83%,SZ,深交所主板,13333.0,13331.0,21.801215754401,8.191544034497
20260907,603228,603228.SH,景旺电子,105.97,9.9958,5.1462,12683208820.0,1035518719.74,2480841968.82,1445323249.08,30.955614416037,8.164485300495,非S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,3家机构买入，成功率41.47%,SH,上交所主板,13331.0,11131.0,19.560049858265,11.395564557771
20260907,002436,002436.SZ,兴森科技,36.75,9.997,7.2426,3954318618.0,592561076.89,906475730.46,313914653.57,30.862216779265,14.985162657169,日涨幅偏离值达到7%的前5只证券,3家机构买入，成功率42.28%,SZ,深交所主板,13133.0,13313.0,19.806599739202,6.556420982109
20260907,002916,002916.SZ,深南电路,364.98,10.0,1.39,3314184036.0,549864052.33,971726292.79,421862240.46,42.049219901861,16.591234715911,日涨幅偏离值达到7%的前5只证券,3家机构买入，成功率41.20%,SZ,深交所主板,13313.0,13331.0,24.603885840152,12.34319002857
20260907,002484,002484.SZ,江海股份,61.95,9.9964,7.3913,3662851549.0,460746873.86,981027271.88,520280398.02,40.987401477133,12.578912022405,日涨幅偏离值达到7%的前5只证券,4家机构买入，成功率39.83%,SZ,深交所主板,13333.0,13331.0,25.127175905648,12.787073169478
20260907,002980,002980.SZ,华盛昌,118.1,10.0037,11.0637,4827274694.0,257799533.32,960343751.65,702544218.33,34.447759354711,5.340477798797,连续三个交易日内，涨幅偏离值累计达到20%的证券,3家机构买入，成功率34.11%,SZ,深交所主板,13331.0,13331.0,18.988560596921,14.514167345828
20260907,600103,600103.SH,青山纸业,3.91,10.1408,22.2728,1875462404.0,199388622.14,322082085.0,122693462.86,23.715513939996,10.63143797043,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前五只证券,普通席位买入，成功率46.67%,SH,上交所主板,11111.0,11111.0,17.173475955212,6.542037984783
20260907,688678,688678.SH,福立旺,23.04,15.3731,10.493,948356400.0,188272627.64,322485832.37,134213204.73,48.156899357668,19.852518276884,有价格涨跌幅限制的日收盘价格涨幅达到15%的前五只证券,买一主买，成功率41.11%,SH,上交所科创板,11111.0,31131.0,34.004708817276,14.152190540393
