board_code,board_name,pct,main_net_inflow,leader_code,leader_name,leader_pct
BK1340,印制电路板,7.62,13372088832.0,000823,超声电子,10.01
BK0459,元件,6.72,15690423296.0,000823,超声电子,10.01
BK1518,种子,6.35,39322992.0,600354,敦煌种业,10.05
BK1516,其他种植业,6.13,-68081216.0,600108,亚盛集团,10.09
BK1591,通信网络设备及器件,5.44,16530810368.0,002902,铭普光磁,10.0
BK1261,种植业,5.34,-85586480.0,600108,亚盛集团,10.09
BK1509,水产饲料,4.74,-16006747.0,603668,天马科技,9.97
BK1592,通信线缆及配套,4.6,2172876304.0,603042,华脉科技,9.98
BK1551,百货,4.58,431614144.0,600865,百大集团,10.04
BK1552,超市,4.56,475041296.0,000759,中百集团,10.06
BK1339,被动元件,4.42,2318334352.0,002138,顺络电子,10.0
BK1326,半导体设备,4.4,1695323040.0,301629,矽电股份,8.92
BK1510,其他养殖,4.36,11485201.0,300313,天山生物,9.45
BK1409,激光设备,4.16,1064184016.0,688025,杰普特,12.51
BK1513,海洋捕捞,4.09,37598929.0,000798,中水渔业,9.96
BK1332,电子化学品Ⅲ,4.04,1243572576.0,600330,天通股份,10.02
BK1039,电子化学品Ⅱ,4.04,1243572576.0,600330,天通股份,10.02
BK1410,其他自动化设备,4.02,712727200.0,301312,智立方,15.04
BK1296,视频媒体,4.0,93876224.0,300413,芒果超媒,4.0
BK1504,粮油加工,3.97,491217440.0,600127,金健米业,10.0
BK1260,渔业,3.85,40849858.0,000798,中水渔业,9.96
BK1325,半导体材料,3.83,1228469952.0,300666,江丰电子,8.66
BK1334,光学元件,3.78,116343376.0,301183,东田微,14.43
BK1514,水产养殖,3.67,3250929.0,300094,国联水产,5.71
BK0448,通信设备,3.64,20134683136.0,002881,美格智能,9.99
BK1618,磁性材料,3.4,93779840.0,300811,铂科新材,16.62
BK1433,复合肥,3.32,354988703.0,603395,红四方,10.01
BK1517,食用菌,3.29,-61718349.0,300970,华绿生物,4.46
BK1322,其他电源设备Ⅲ,3.27,1208551328.0,301516,中远通,20.0
BK1327,分立器件,3.23,791756800.0,688498,源杰科技,16.1
BK1328,集成电路封测,3.22,654168144.0,688135,利扬芯片,7.82
BK1298,文字媒体,3.21,58963664.0,300364,中文在线,3.5
BK1411,非金属材料Ⅲ,3.15,406714912.0,001296,长江材料,10.0
BK1020,非金属材料Ⅱ,3.15,406714912.0,001296,长江材料,10.0
BK1289,大众出版,3.12,181005888.0,603999,读者传媒,9.95
BK1553,多业态零售,3.1,286104734.0,600785,新华百货,10.0
BK0433,农林牧渔,3.06,63908576.0,600108,亚盛集团,10.09
BK1505,其他农产品加工,3.04,62494128.0,003030,祖名股份,6.75
BK1462,玻纤制造,3.01,315369856.0,605006,山东玻纤,5.86
BK1201,电子,2.99,30694649856.0,603626,科森科技,9.98
BK1560,酒店,2.98,123439325.0,000428,华天酒店,10.02
BK1256,农产品加工,2.92,513358352.0,600127,金健米业,10.0
BK1237,自动化设备,2.91,2161256192.0,002975,博杰股份,10.0
BK0482,一般零售,2.89,1068971696.0,600865,百大集团,10.04
BK1034,其他电源设备Ⅱ,2.86,1259498448.0,301516,中远通,20.0
BK1297,图片媒体,2.85,73120077.0,000681,视觉中国,2.85
BK1556,教育运营及其他,2.85,-4939529.0,300010,ST豆神,4.48
BK1336,其他电子Ⅲ,2.82,600338960.0,688800,瑞可达,9.05
BK1223,其他电子Ⅱ,2.82,600338960.0,688800,瑞可达,9.05
BK1502,林业Ⅲ,2.8,-194869920.0,000592,平潭发展,5.07
BK1255,林业Ⅱ,2.8,-194869920.0,000592,平潭发展,5.07
BK1563,自然景区,2.78,256729480.0,000978,桂林旅游,9.97
BK1581,预加工食品,2.78,64131682.0,002702,海欣食品,9.98
BK1215,通信,2.78,20034556416.0,002881,美格智能,9.99
BK1258,饲料,2.72,-45271312.0,001366,播恩集团,10.03
BK1218,出版,2.68,244580176.0,605577,龙版传媒,10.03
BK1437,改性塑料,2.58,69869831.0,688203,海正生材,12.37
BK1580,肉制品,2.56,249230256.0,002515,金字火腿,9.97
BK1036,半导体,2.55,9797754880.0,688498,源杰科技,16.1
BK1271,酒店餐饮,2.53,153024217.0,000428,华天酒店,10.02
BK1272,旅游及景区,2.51,263626096.0,000978,桂林旅游,9.97
BK1625,钨,2.47,279555168.0,000657,中钨高新,4.09
BK1515,粮食种植,2.43,4890117.0,601952,苏垦农发,3.33
BK1329,集成电路制造,2.4,367989200.0,688820,盛合晶微,3.73
BK1562,人工景区,2.34,-55397766.0,002059,云南旅游,6.88
BK1299,影视动漫制作,2.33,279534608.0,601595,上海电影,10.03
BK1319,硅料硅片,2.31,53528035.0,600481,双良节能,3.09
BK1288,金属新材料,2.29,312132304.0,603124,江南新材,10.0
BK0458,仪器仪表,2.28,40536848.0,688001,华兴源创,20.0
BK1222,影视院线,2.25,329586992.0,601595,上海电影,10.03
BK1405,其他专用设备,2.22,384005440.0,688813,泰金新能,20.0
BK1565,会展服务,2.22,-6441131.0,300860,锋尚文化,8.56
BK1038,光学光电子,2.22,588104448.0,603679,华体科技,10.0
BK1259,养殖业,2.21,-198645760.0,000735,罗 牛 山,9.95
BK1561,旅游综合,2.2,62294373.0,000558,天府文旅,3.33
BK1407,工控设备,2.19,247717696.0,002975,博杰股份,10.0
BK1491,端到端供应链服务,2.14,17627305.0,300873,海晨股份,5.69
BK1512,生猪养殖,2.13,-183321088.0,000735,罗 牛 山,9.95
BK1338,消费电子零部件及组装,2.11,2853721856.0,603626,科森科技,9.98
BK1507,宠物食品,2.11,46584792.0,002891,中宠股份,4.05
BK1508,畜禽饲料,2.09,-75849328.0,001366,播恩集团,10.03
BK1443,橡胶助剂,2.07,53440246.0,603650,彤程新材,2.89
BK1292,广告媒体,2.06,28211963.0,301102,兆讯传媒,4.34
BK1478,装修装饰Ⅲ,2.06,212939296.0,002963,豪尔赛,9.98
BK0725,装修装饰Ⅱ,2.06,212939296.0,002963,豪尔赛,9.98
BK1582,烘焙食品,2.03,23201543.0,605339,南侨食品,4.21
BK1454,其他黑色家电,2.01,-23430033.0,688696,极米科技,7.39
BK1316,光伏辅材,1.99,192642202.0,603628,清源股份,10.04
BK1300,院线,1.98,50052391.0,002905,金逸影视,2.72
BK1455,家电零部件Ⅲ,1.98,430171280.0,603311,金海高科,10.0
BK1242,家电零部件Ⅱ,1.98,430171280.0,603311,金海高科,10.0
BK1495,生活用纸,1.96,27647825.0,301108,洁雅股份,6.74
BK1593,通信终端及配件,1.96,1332690592.0,002881,美格智能,9.99
BK1457,厨房小家电,1.95,113640478.0,002403,爱仕达,10.02
BK1290,教育出版,1.94,63574266.0,605577,龙版传媒,10.03
BK1585,乳品,1.92,-62633534.0,300892,品渥食品,5.26
BK0454,塑料,1.92,37830368.0,605488,福莱新材,9.99
BK1282,饮料乳品,1.88,-89919360.0,300892,品渥食品,5.26
BK1305,燃料电池,1.88,1989133.0,688339,亿华通-U,1.88
BK1559,餐饮,1.87,29584899.0,000721,西安饮食,4.98
