trade_date,code,name,main_net_inflow,super_net_inflow,big_net_inflow
20260908,001366,播恩集团,-98258131.0,-52718980.0,-45539151.0
20260908,000798,中水渔业,18898101.0,-33898941.0,52797042.0
20260908,000823,超声电子,-130067456.0,28826544.0,-158894000.0
20260908,002017,东信和平,182672819.0,155323633.0,27349186.0
20260908,605577,龙版传媒,-111312968.0,-61148830.0,-50164138.0
20260908,002436,兴森科技,679540848.0,1011966976.0,-332426128.0
20260908,603083,XD剑桥科,-404374592.0,64039296.0,-468413888.0
20260908,002792,通宇通讯,267288249.0,269592105.0,-2303856.0
20260908,003023,彩虹集团,10325759.0,148168.0,10177591.0
20260908,600318,新力金融,155125486.0,147621993.0,7503493.0
20260908,605300,佳禾食品,49850295.0,21332821.0,28517474.0
20260908,001368,通达创智,17900650.0,6911745.0,10988905.0
20260908,000789,万年青,26614916.0,21909003.0,4705913.0
20260908,600770,综艺股份,140177129.0,182364961.0,-42187832.0
20260908,603618,杭电股份,819318096.0,933300448.0,-113982352.0
20260908,603779,威龙股份,40387886.0,21451889.0,18935997.0
20260908,002696,百洋股份,41131769.0,43777456.0,-2645687.0
20260908,603696,安记食品,10877437.0,-25378004.0,36255441.0
20260908,600127,金健米业,-10508848.0,34086304.0,-44595152.0
20260908,600371,万向德农,-10730103.0,9700969.0,-20431072.0
20260908,600470,六国化工,107040886.0,68325574.0,38715312.0
20260908,688137,近岸蛋白,33892330.0,12464506.0,21427824.0
20260908,002370,亚太药业,82770185.0,76520522.0,6249663.0
20260908,600855,航天长峰,57869085.0,32675865.0,25193220.0
20260908,002483,润邦股份,61328252.0,57884268.0,3443984.0
20260908,600815,厦工股份,50067423.0,49916826.0,150597.0
20260908,000852,石化机械,74238437.0,76575970.0,-2337533.0
