trade_date,code,secucode,name,close_price,change_rate,turnover_rate,accum_amount,lhb_net_amt,lhb_buy_amt,lhb_sell_amt,deal_amount_ratio,deal_net_ratio,reason,reason_type,market,trade_market,buy_seats,sell_seats,buy_ratio,sell_ratio
20260908,000620,000620.SZ,盈新发展,3.32,9.9338,12.0827,1826275842.0,423718411.12,558521078.9,134802667.78,37.963802112211,23.201227403631,日涨幅偏离值达到7%的前5只证券,普通席位买入，成功率50.13%,SZ,深交所主板,11111.0,13313.0,27.852727457807,7.343662479438
20260908,002579,002579.SZ,中京电子,17.06,9.9936,8.4683,3974074084.0,354246855.83,766832666.83,412585811.0,29.677818100534,8.913946955751,连续三个交易日内，涨幅偏离值累计达到20%的证券,1家机构买入，成功率44.12%,SZ,深交所主板,11311.0,11333.0,16.878038497835,10.208313997801
20260908,603991,603991.SH,领先股份,177.42,6.011,6.8592,3168128917.0,263237670.98,669157418.94,405919747.96,33.934135733278,8.308931797803,非S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,买一主买，成功率46.02%,SH,上交所主板,11111.0,11113.0,21.121533765541,12.812601967737
20260908,002827,002827.SZ,高争民爆,64.15,-9.7115,8.9983,1609378864.0,231674134.0,407256946.44,175582812.44,36.215199038429,14.395251434096,日跌幅偏离值达到7%的前5只证券,1家机构卖出，成功率50.90%,SZ,深交所主板,11111.0,31111.0,24.865798625277,9.950197372544
20260908,002470,002470.SZ,金正大,2.53,10.0,10.1154,2048622526.0,205389205.56,493784646.56,288395441.0,38.180781360792,10.025722306248,连续三个交易日内，涨幅偏离值累计达到20%的证券,1家机构买入，成功率43.30%,SZ,深交所主板,11131.0,11133.0,19.348909366624,13.141746641128
20260908,600127,600127.SH,金健米业,14.79,9.3126,46.6227,4347812635.0,155907275.19,442269963.76,286362688.57,16.758602853869,3.585878423899,有价格涨跌幅限制的日换手率达到20%的前五只证券,普通席位买入，成功率38.65%,SH,上交所主板,11111.0,11111.0,10.172240638884,6.586362214985
20260908,000833,000833.SZ,粤桂股份,22.83,10.0241,8.8975,900474662.0,144783819.4,262409774.58,117625955.18,42.203933747111,16.078611149194,日涨幅偏离值达到7%的前5只证券,1家机构买入，成功率43.49%,SZ,深交所主板,11131.0,13131.0,26.467176327945,12.032807015285
20260908,300788,300788.SZ,中信出版,31.75,19.9924,8.0385,474235860.0,109271932.4,163489686.8,54217754.4,45.906996826432,23.041684869634,日涨幅达到15%的前5只证券,1家机构买入，成功率41.96%,SZ,深交所创业板,11113.0,11133.0,31.639362278508,10.479373786706
20260908,601595,601595.SH,上海电影,22.69,9.9855,10.382,1417868383.0,104378123.57,341471640.02,237093516.45,40.805279489048,7.361622899662,非S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,2家机构买入，成功率42.32%,SH,上交所主板,31113.0,11111.0,24.083451194355,16.721828294693
20260908,603626,603626.SH,科森科技,21.69,9.9899,10.7672,1886785658.0,103572691.45,325845648.85,222272957.4,29.05039074926,5.489372415507,非S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,普通席位买入，成功率42.97%,SH,上交所主板,11111.0,11111.0,17.269881582383,11.780509166876
20260908,603823,603823.SH,百合花,63.84,9.9931,1.6184,1205259644.0,87208786.02,244948383.16,157739597.14,33.410890533393,7.235684564246,非S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,普通席位买入，成功率45.21%,SH,上交所主板,11111.0,11111.0,20.32328754882,13.087602984573
20260908,600881,600881.SH,亚泰集团,2.07,10.1064,7.9333,516272600.0,72386004.76,142422066.76,70036062.0,41.152315416313,14.020888336898,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前五只证券,买一主买，成功率43.92%,SH,上交所主板,11111.0,11111.0,27.586601876605,13.565713539708
20260908,600865,600865.SH,百大集团,13.74,10.008,1.1381,278855277.0,58764144.0,83902522.0,25138378.0,39.103043404124,21.073348380637,非S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,普通席位买入，成功率36.00%,SH,上交所主板,11111.0,11111.0,30.08819589238,9.014847511744
20260908,600691,600691.SH,潞化科技,3.36,10.1639,7.334,561832566.0,51125957.81,93747775.44,42621817.63,24.272283474219,9.099856594998,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前五只证券,普通席位买入，成功率42.46%,SH,上交所主板,11111.0,11111.0,16.686070034609,7.586213439611
20260908,000978,000978.SZ,桂林旅游,8.01,10.0275,5.458,816024781.0,50781554.25,114130347.1,63348792.85,21.749234101997,6.22304070077,连续三个交易日内，涨幅偏离值累计达到20%的证券,2家机构买入，成功率50.55%,SZ,深交所主板,11331.0,31131.0,13.803839751284,7.754238146109
