board_code,board_name,pct,main_net_inflow,leader_code,leader_name,leader_pct
BK1515,粮食种植,7.8,133746048.0,601952,苏垦农发,9.97
BK1341,房产租赁经纪,7.53,347025392.0,000560,我爱我家,9.9
BK1435,磷肥及磷化工,7.01,1274679248.0,002312,川发龙蟒,10.01
BK1505,其他农产品加工,6.95,605177344.0,000930,中粮科技,10.0
BK1558,学历教育,6.84,87300492.0,002093,国脉科技,10.01
BK1432,氮肥,6.66,663740000.0,000912,泸天化,10.0
BK1556,教育运营及其他,6.52,13166148.0,600880,博瑞传播,10.1
BK1492,焦炭Ⅲ,6.01,127035004.0,600792,云煤能源,10.1
BK1249,焦炭Ⅱ,6.01,127035004.0,600792,云煤能源,10.1
BK1289,大众出版,5.27,504725309.0,603999,读者传媒,9.95
BK1573,油田服务,5.0,45889920.0,603619,中曼石油,9.98
BK1419,煤化工,4.89,639817552.0,002274,华昌化工,10.03
BK1275,油服工程,4.72,122914400.0,603619,中曼石油,9.98
BK1256,农产品加工,4.69,552596848.0,000930,中粮科技,10.0
BK1516,其他种植业,4.65,220895296.0,600108,亚盛集团,10.0
BK0731,农化制品,4.62,2765499408.0,000912,泸天化,10.0
BK1314,风电整机,4.54,131013746.0,688660,电气风电,14.6
BK1433,复合肥,4.47,205326128.0,002470,金正大,10.0
BK1218,出版,4.39,424019424.0,603999,读者传媒,9.95
BK1572,油气及炼化工程,4.33,77024465.0,300164,通源石油,8.15
BK1436,农药,3.95,589546224.0,600596,新安股份,10.02
BK1615,铜,3.86,3421545984.0,002295,精艺股份,10.03
BK1574,油气开采Ⅲ,3.72,204437040.0,600777,新潮能源,5.2
BK1276,油气开采Ⅱ,3.72,204437040.0,600777,新潮能源,5.2
BK1261,种植业,3.72,234841808.0,600108,亚盛集团,10.0
BK1600,医疗研发外包,3.69,1792730464.0,301520,万邦医药,8.71
BK1506,农业综合Ⅲ,3.66,29076787.0,920964,润农节水,4.08
BK1257,农业综合Ⅱ,3.66,29076787.0,920964,润农节水,4.08
BK0464,石油石化,3.55,1365872032.0,603619,中曼石油,9.98
BK1517,食用菌,3.53,39433086.0,300970,华绿生物,3.97
BK1569,炼油化工,3.49,826621008.0,000059,华锦股份,10.02
BK1475,国际工程,3.41,165196658.0,000928,中钢国际,9.96
BK1342,房地产综合服务,3.32,-4852766.0,600684,珠江股份,3.32
BK1627,综合Ⅲ,3.24,470402176.0,000523,红棉股份,10.0
BK1217,综合,3.24,470402176.0,000523,红棉股份,10.0
BK0539,综合Ⅱ,3.24,470402176.0,000523,红棉股份,10.0
BK1442,炭黑,3.22,141242821.0,002068,黑猫股份,10.04
BK1429,食品及饲料添加剂,3.18,102099612.0,605077,华康股份,10.01
BK1369,长材,3.11,223735.0,002110,三钢闽光,3.36
BK1295,其他数字媒体,3.11,102955741.0,603466,风语筑,3.53
BK1045,房地产服务,3.05,356299072.0,000560,我爱我家,9.9
BK1420,其他化学原料,3.02,245742447.0,603938,三孚股份,10.0
BK0740,教育,3.01,156572858.0,600880,博瑞传播,10.1
BK1274,炼化及贸易,2.98,1038520528.0,603353,和顺石油,10.0
BK0437,煤炭,2.97,412899072.0,600792,云煤能源,10.1
BK1504,粮油加工,2.97,-7063376.0,600127,金健米业,9.31
BK1367,板材,2.95,70140736.0,000761,本钢板材,5.65
BK1571,油品石化贸易,2.94,88477520.0,603353,和顺石油,10.0
BK1226,普钢,2.89,135278544.0,000761,本钢板材,5.65
BK1290,教育出版,2.88,-80705872.0,605577,龙版传媒,9.12
BK0727,医疗服务,2.85,2078361600.0,002172,澳洋健康,9.94
BK1595,原料药,2.72,389587312.0,002365,永安药业,9.99
BK1598,疫苗,2.68,-3115748.0,920575,*ST康乐,6.63
BK1294,门户网站,2.64,-167021216.0,002095,生 意 宝,9.98
BK1570,其他石化,2.62,123421998.0,002221,东华能源,5.45
BK1518,种子,2.51,-159232720.0,600354,敦煌种业,9.97
BK1305,燃料电池,2.51,3274960.0,688339,亿华通-U,2.51
BK1494,焦煤,2.48,81838775.0,600758,辽宁能源,4.4
BK1431,有机硅,2.45,13496816.0,002909,集泰股份,9.96
BK1382,地面兵装Ⅲ,2.43,204337264.0,301357,北方长龙,6.5
BK1229,地面兵装Ⅱ,2.43,204337264.0,301357,北方长龙,6.5
BK0433,农林牧渔,2.43,187722496.0,600108,亚盛集团,10.0
BK1404,农用机械,2.42,28549428.0,920608,丰安股份,8.58
BK1019,化学原料,2.41,716754032.0,603938,三孚股份,10.0
BK1503,果蔬加工,2.39,-45517099.0,605198,安德利,5.58
BK1601,医院,2.38,196601072.0,002172,澳洋健康,9.94
BK0479,钢铁,2.37,190013840.0,000761,本钢板材,5.65
BK1371,铁矿石,2.36,23311685.0,000923,河钢资源,4.96
BK1368,钢铁管材,2.34,64914075.0,000778,新兴铸管,4.1
BK1524,汽车综合服务,2.33,10344641.0,300825,阿尔特,2.9
BK1414,锦纶,2.32,15726472.0,000782,恒申新材,4.1
BK1381,燃气Ⅲ,2.32,267604579.0,600903,贵州燃气,10.02
BK1028,燃气Ⅱ,2.32,267604579.0,600903,贵州燃气,10.02
BK1346,住宅开发,2.32,749492720.0,600162,香江控股,10.0
BK1552,超市,2.31,-27441040.0,000759,中百集团,10.0
BK1513,海洋捕捞,2.31,23248103.0,000798,中水渔业,3.32
BK1509,水产饲料,2.31,65922932.0,002696,百洋股份,7.4
BK1044,生物制品,2.27,538073504.0,688293,奥浦迈,20.0
BK1434,钾肥,2.25,32207664.0,000408,藏格矿业,3.05
BK1585,乳品,2.22,24483488.0,920786,骑士乳业,11.97
BK1250,煤炭开采,2.18,285864064.0,600256,广汇能源,7.61
BK1596,其他生物制品,2.17,530454528.0,688293,奥浦迈,20.0
BK1202,房地产,2.13,1070008016.0,600162,香江控股,10.0
BK1490,原材料供应链服务,2.1,-1987611.0,000626,远大控股,5.68
BK1299,影视动漫制作,2.09,-562560.0,002343,慈文传媒,9.95
BK1287,工业金属,2.06,4318001920.0,002295,精艺股份,10.03
BK1228,冶钢原料,2.04,69810798.0,000923,河钢资源,4.96
BK1544,大宗用纸,2.02,-103417350.0,200488,ST晨鸣B,6.78
BK1597,血液制品,2.01,10734733.0,600161,天坛生物,3.92
BK1493,动力煤,2.01,204025280.0,600256,广汇能源,7.61
BK1551,百货,2.0,-212746416.0,600865,百大集团,10.01
BK1347,纺织鞋类制造,1.99,5070744.0,300979,华利集团,1.99
BK1222,影视院线,1.99,13786240.0,002343,慈文传媒,9.95
BK1614,铅锌,1.97,352018368.0,000751,锌业股份,3.46
BK0451,房地产开发,1.96,713708992.0,600162,香江控股,10.0
BK0486,传媒,1.95,-979379968.0,603999,读者传媒,9.95
BK1421,钛白粉,1.95,-13034870.0,600727,鲁北化工,3.88
BK1581,预加工食品,1.94,7163024.0,002702,海欣食品,10.05
BK1282,饮料乳品,1.94,-24534848.0,920786,骑士乳业,11.97
BK1343,物业管理,1.91,14126438.0,300917,特发服务,4.73
