trade_date,code,name,lb_num,first_limit_time,last_limit_time,open_times,seal_amount,turnover,amount,industry
20260819,002333,罗普斯金,1,09:25,09:25,0,86305259.0,2.1164565086364746,89434468.0,装修建材
20260819,002953,日丰股份,2,09:25,09:30,1,96303464.0,8.330615997314453,274830864.0,电网设备
20260819,600127,金健米业,3,09:25,09:25,0,434089920.0,4.560832500457764,228896553.0,农产品加
20260819,600783,鲁信创投,1,09:25,09:32,1,69036555.0,5.969210147857666,896876320.0,通用设备
20260819,603395,红四方,3,09:25,09:32,1,121144919.0,18.110715866088867,340767024.0,农化制品
20260819,000020,深华发Ａ,2,09:30,09:34,1,23029614.0,10.565042495727539,260630962.0,光学光电
20260819,601011,宝泰隆,1,09:30,09:30,0,141757209.0,3.8014347553253174,220941870.0,焦炭Ⅱ
20260819,603506,南都物业,1,09:30,09:31,1,24378948.0,4.0041937828063965,89193465.0,房地产服
20260819,600371,万向德农,2,09:31,14:46,5,9075926.0,18.174043655395508,468331760.0,种植业
20260819,001301,尚太科技,1,09:31,14:51,10,28398794.0,6.242081642150879,1006984592.0,电池
20260819,002900,哈三联,1,09:31,09:32,1,148077057.0,12.879672050476074,321354304.0,化学制药
20260819,000505,京粮控股,3,09:31,09:31,0,59900025.0,10.736207008361816,498300320.0,农产品加
20260819,603102,百合股份,1,09:32,09:32,0,114928161.0,11.476014137268066,332757584.0,食品加工
20260819,603801,志邦家居,1,09:32,09:33,1,31448645.0,3.122469425201416,88350747.0,家居用品
20260819,000526,学大教育,2,09:33,09:34,1,94120902.0,7.69510555267334,359175440.0,教育
20260819,000560,我爱我家,1,09:33,10:35,4,36632633.0,18.32952308654785,1011651408.0,房地产服
20260819,002412,汉森制药,1,09:33,09:34,1,86021043.0,6.379430294036865,262158048.0,中药Ⅱ
20260819,000736,中交发展,1,09:33,09:33,0,25509463.0,4.42814302444458,160065190.0,房地产服
20260819,301211,亨迪药业,1,09:34,14:42,4,12206577.0,13.694334030151367,804175808.0,化学制药
20260819,000723,美锦能源,1,09:35,09:46,2,48257784.0,4.2342329025268555,713626176.0,焦炭Ⅱ
20260819,301130,西点药业,1,09:35,14:03,1,19976928.0,28.163236618041992,531752816.0,化学制药
20260819,603848,好太太,1,09:36,10:05,2,31070404.0,2.217052936553955,129214263.0,家居用品
20260819,001277,速达股份,1,09:42,09:42,0,52843162.0,5.547394752502441,82519112.0,专用设备
20260819,001338,永顺泰,1,09:45,14:18,7,10799082.0,6.050739288330078,288564544.0,农产品加
20260819,600403,大有能源,1,09:48,09:48,0,192467581.0,5.202277660369873,825534992.0,煤炭开采
20260819,603290,斯达半导,1,09:53,10:49,2,85393903.0,8.758039474487305,2055796656.0,半导体
20260819,001400,江顺科技,1,09:54,13:12,2,40254038.0,13.545987129211426,516813280.0,专用设备
20260819,300069,金利华电,1,09:59,10:00,1,77711186.0,16.505449295043945,615058704.0,电网设备
20260819,601015,陕西黑猫,1,10:15,10:21,1,40756783.0,7.6814374923706055,565578256.0,焦炭Ⅱ
20260819,600610,中毅达,1,10:24,10:30,2,51554427.0,6.71243143081665,360766880.0,化学原料
20260819,603366,日出东方,1,11:01,11:01,0,52324395.0,4.9358930587768555,296530384.0,厨卫电器
20260819,002040,南 京 港,1,11:22,13:20,3,15963448.0,6.485558986663818,278959264.0,航运港口
20260819,000059,华锦股份,1,13:05,13:30,1,46325097.0,5.144987106323242,403313488.0,炼化及贸
20260819,300911,亿田智能,1,13:07,13:07,0,144761693.0,19.352800369262695,820474752.0,厨卫电器
20260819,002543,万和电气,1,13:51,13:51,0,121869626.0,5.285464286804199,254631803.0,厨卫电器
20260819,603113,金能科技,1,14:12,14:12,0,35513689.0,4.465234756469727,187294643.0,化学原料
