board_code,board_name,pct,main_net_inflow,leader_code,leader_name,leader_pct
BK1436,农药,-1.78,-162887734.0,000525,红太阳,5.77
BK1203,非银金融,-1.8,-3648526400.0,601318,中国平安,1.48
BK1490,原材料供应链服务,-1.82,-41938171.0,600153,建发股份,1.38
BK1521,摩托车,-1.83,112493085.0,603129,春风动力,3.88
BK1365,租赁,-1.83,-114547058.0,600901,江苏金租,-0.9
BK0424,水泥,-1.84,-38287080.0,600326,西藏天路,1.25
BK1472,基建市政工程,-1.84,-378460720.0,600039,四川路桥,0.71
BK1511,肉鸡养殖,-1.84,-4936921.0,300967,晓鸣股份,2.07
BK1484,公交,-1.85,-64271687.0,600834,申通地铁,0.27
BK1426,聚氨酯,-1.86,-1914944.0,002165,红 宝 丽,5.86
BK1279,非白酒,-1.87,-105197202.0,002461,珠江啤酒,0.0
BK1349,棉纺,-1.87,68455510.0,000726,鲁  泰Ａ,0.0
BK1377,火力发电,-1.89,-1208476560.0,600795,国电电力,1.99
