board_code,board_name,pct,main_net_inflow,leader_code,leader_name,leader_pct
BK1452,卫浴电器,7.19,151594818.0,603366,日出东方,9.94
BK1492,焦炭Ⅲ,6.53,681017011.0,601011,宝泰隆,10.14
BK1249,焦炭Ⅱ,6.53,681017011.0,601011,宝泰隆,10.14
BK1240,厨卫电器,4.57,212134588.0,603366,日出东方,9.94
BK1451,厨房电器,3.26,60539773.0,300911,亿田智能,19.98
BK1569,炼油化工,3.04,655540736.0,000059,华锦股份,9.98
BK1469,涂料,1.88,-10204444.0,603737,三棵树,4.31
BK1504,粮油加工,1.78,181258675.0,600127,金健米业,9.99
BK0437,煤炭,1.66,1179380208.0,601011,宝泰隆,10.14
BK1609,城商行Ⅲ,1.61,-331744128.0,601009,南京银行,2.53
BK1412,氨纶,1.6,46372520.0,002064,华峰化学,1.6
BK1610,股份制银行Ⅲ,1.59,-236694864.0,601998,中信银行,4.48
BK1611,国有大型银行Ⅲ,1.54,122845664.0,601288,农业银行,2.58
BK1341,房产租赁经纪,1.51,250221294.0,000560,我爱我家,10.19
BK1283,银行,1.46,-389923072.0,601998,中信银行,4.48
BK0475,银行Ⅱ,1.46,-389923072.0,601998,中信银行,4.48
BK1045,房地产服务,1.21,371775824.0,603506,南都物业,10.0
BK1343,物业管理,1.18,111162507.0,603506,南都物业,10.0
BK1494,焦煤,1.06,148468401.0,600758,辽宁能源,5.37
BK1612,农商行Ⅲ,1.04,55670293.0,601077,渝农商行,1.96
BK1510,其他养殖,0.7,-98372639.0,300313,天山生物,12.19
BK1481,港口,0.65,90501101.0,002040,南 京 港,9.95
BK1450,空调,0.62,128060240.0,000651,格力电器,3.15
BK1342,房地产综合服务,0.59,10391997.0,600684,珠江股份,0.58
BK1617,黄金,0.47,432398288.0,600547,山东黄金,6.5
BK1250,煤炭开采,0.4,498363200.0,600403,大有能源,10.0
BK0450,航运港口,0.36,574192016.0,002040,南 京 港,9.95
BK1358,保险Ⅲ,0.2,20011232.0,601318,中国平安,1.48
BK0474,保险Ⅱ,0.2,20011232.0,601318,中国平安,1.48
BK1482,航运,0.12,483690912.0,603565,中谷物流,5.81
BK1347,纺织鞋类制造,0.09,-7149841.0,300979,华利集团,0.09
BK1420,其他化学原料,0.04,165524000.0,600610,中毅达,10.01
BK1493,动力煤,0.01,349894800.0,600403,大有能源,10.0
BK1587,电信运营商,-0.1,19740240.0,600941,中国移动,1.49
BK1376,核力发电,-0.42,24516911.0,003816,中国广核,1.29
BK1483,高速公路,-0.54,-47309027.0,601107,四川成渝,1.27
BK1579,保健品,-0.54,62529624.0,603102,百合股份,10.0
BK1480,机场,-0.63,-29532009.0,600004,白云机场,0.27
BK1518,种子,-0.68,-390076752.0,600371,万向德农,9.95
BK1568,人力资源服务,-0.85,-12493956.0,300662,科锐国际,-0.75
BK0420,航空机场,-0.87,-247521243.0,900945,海控B股,0.49
BK1290,教育出版,-0.88,-37324252.0,601019,山东出版,1.6
BK0732,贵金属,-0.89,-44923936.0,600547,山东黄金,6.5
BK1466,管材,-0.89,-17744421.0,300198,*ST纳川,4.07
BK1537,成品家居,-0.93,30280885.0,603848,好太太,9.98
BK0421,铁路公路,-0.93,-36994400.0,601107,四川成渝,1.27
BK1530,商用载货车,-0.99,-106158765.0,301039,中集车辆,1.65
BK1479,航空运输,-1.01,-217989214.0,900945,海控B股,0.49
BK1414,锦纶,-1.01,-21984322.0,603382,海阳科技,6.2
BK1485,铁路运输,-1.07,74586311.0,601816,京沪高铁,1.02
BK1210,交通运输,-1.09,60789456.0,002040,南 京 港,9.95
BK1274,炼化及贸易,-1.11,529722368.0,000059,华锦股份,9.98
BK1432,氮肥,-1.11,-109405217.0,600426,华鲁恒升,-0.38
BK1597,血液制品,-1.15,7112767.0,000403,派林生物,0.28
BK1380,水力发电,-1.15,-67613232.0,600886,国投电力,2.33
BK1489,快递,-1.17,-50494150.0,002352,顺丰控股,0.24
BK1345,商业地产,-1.21,-58387634.0,600007,中国国贸,2.05
BK1372,冶钢辅料,-1.22,-96938148.0,600295,鄂尔多斯,1.48
BK1417,纯碱,-1.24,-12547500.0,600409,三友化工,0.15
BK1433,复合肥,-1.31,-78229204.0,603395,红四方,10.02
BK0464,石油石化,-1.34,392501808.0,000059,华锦股份,9.98
BK1577,啤酒,-1.43,-83855314.0,002461,珠江啤酒,0.0
BK1367,板材,-1.44,-255830624.0,600282,南钢股份,1.27
BK1363,信托,-1.46,-18304224.0,600517,国网英大,-1.02
BK1520,综合乘用车,-1.47,-34306821.0,600104,上汽集团,-0.2
BK1608,中药Ⅲ,-1.48,-308393472.0,002412,汉森制药,10.07
BK1040,中药Ⅱ,-1.48,-308393472.0,002412,汉森制药,10.07
BK1434,钾肥,-1.56,136723488.0,000893,亚钾国际,1.54
BK1572,油气及炼化工程,-1.57,-57265552.0,600583,海油工程,1.99
BK1239,白色家电,-1.59,81010448.0,000651,格力电器,3.15
BK1275,油服工程,-1.6,-71559280.0,920088,科力股份,2.42
BK1595,原料药,-1.62,-31959936.0,301211,亨迪药业,19.97
BK1226,普钢,-1.62,-299562864.0,600282,南钢股份,1.27
BK1366,证券Ⅲ,-1.62,-3302031328.0,601211,国泰海通,0.62
BK0473,证券Ⅱ,-1.62,-3302031328.0,601211,国泰海通,0.62
BK1573,油田服务,-1.62,-14293734.0,920088,科力股份,2.42
BK1264,商用车,-1.63,-70963008.0,301039,中集车辆,1.65
BK1515,粮食种植,-1.66,142223121.0,600598,北大荒,2.97
BK1262,乘用车,-1.68,-367176400.0,600104,上汽集团,-0.2
BK1464,水泥制造,-1.68,-25073968.0,600326,西藏天路,1.25
BK1561,旅游综合,-1.7,-17172240.0,000524,岭南控股,0.53
BK1202,房地产,-1.73,-590069360.0,603506,南都物业,10.0
BK1019,化学原料,-1.74,-158914576.0,600610,中毅达,10.01
BK1228,冶钢原料,-1.74,-132189540.0,600295,鄂尔多斯,1.48
BK1344,产业地产,-1.74,-143298684.0,600639,浦东金桥,0.53
BK1256,农产品加工,-1.75,38062384.0,600127,金健米业,9.99
BK1419,煤化工,-1.78,-12087824.0,600989,宝丰能源,0.47
