trade_date,code,name,seat_code,seat_name,seat_abbr,act_buy,act_sell,net_amt,reason,change_rate
20260821,600547,山东黄金,10116813,华泰证券股份有限公司天津河东金茂广场证券营业部,华泰证券天津河东金茂广场证券营业部,585198889.28,,585198889.28,非S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,4.9575
20260821,300142,沃森生物,10634757,深股通专用,深股通专用,601076558.43,94277115.2,506799443.23,日换手率达到30%的前5只证券,6.4815
20260821,002396,星网锐捷,10025390,国泰海通证券股份有限公司北京知春路证券营业部,国泰海通证券北京知春路证券营业部,200814544.2,2988779.0,197825765.2,日涨幅偏离值达到7%的前5只证券,10.0166
20260821,002716,湖南白银,10634757,深股通专用,深股通专用,272873544.05,102335865.6,170537678.45,日涨幅偏离值达到7%的前5只证券,10.0317
20260821,300142,沃森生物,10023559,中国银河证券股份有限公司北京学院南路证券营业部,中国银河证券北京学院南路证券营业部,157007193.04,780739.1,156226453.94,日换手率达到30%的前5只证券,6.4815
20260821,688114,华大智造,10913317,上海证券有限责任公司上海分公司,上海证券上海分公司,152667691.6,,152667691.6,有价格涨跌幅限制的连续3个交易日内收盘价格涨幅偏离值累计达到30%的证券,8.2188
20260821,002491,通鼎互联,10101619,国泰海通证券股份有限公司余姚舜水南路证券营业部,国泰海通证券余姚舜水南路证券营业部,184477676.15,32278308.58,152199367.57,日换手率达到20%的前5只证券,10.0156
20260821,002491,通鼎互联,10101619,国泰海通证券股份有限公司余姚舜水南路证券营业部,国泰海通证券余姚舜水南路证券营业部,184477676.15,32278308.58,152199367.57,日涨幅偏离值达到7%的前5只证券,10.0156
20260821,688185,康希诺,10456710,国盛证券股份有限公司宁波桑田路证券营业部,国盛证券宁波桑田路证券营业部,112807269.16,,112807269.16,有价格涨跌幅限制的连续3个交易日内收盘价格涨幅偏离值累计达到30%的证券,20.0062
20260821,688185,康希诺,10456710,国盛证券股份有限公司宁波桑田路证券营业部,国盛证券宁波桑田路证券营业部,112807269.16,,112807269.16,有价格涨跌幅限制的日收盘价格涨幅达到15%的前五只证券,20.0062
20260821,002396,星网锐捷,10634757,深股通专用,深股通专用,203281039.69,90537674.63,112743365.06,日涨幅偏离值达到7%的前5只证券,10.0166
20260821,003031,中瓷电子,10484958,长江证券股份有限公司上海分公司,长江证券上海分公司,112335256.58,299350.0,112035906.58,日涨幅偏离值达到7%的前5只证券,9.9977
20260821,603330,天洋新材,10026937,国泰海通证券股份有限公司武汉紫阳东路证券营业部,国泰海通证券武汉紫阳东路证券营业部,108512093.0,,108512093.0,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前五只证券,10.0442
20260821,603330,天洋新材,10026937,国泰海通证券股份有限公司武汉紫阳东路证券营业部,国泰海通证券武汉紫阳东路证券营业部,108512093.0,,108512093.0,有价格涨跌幅限制的日价格振幅达到15%的前五只证券,10.0442
20260821,603330,天洋新材,10026937,国泰海通证券股份有限公司武汉紫阳东路证券营业部,国泰海通证券武汉紫阳东路证券营业部,108512093.0,,108512093.0,有价格涨跌幅限制的日换手率达到20%的前五只证券,10.0442
20260821,002716,湖南白银,10657381,开源证券股份有限公司西安高新成章路证券营业部,开源证券西安高新成章路证券营业部,107853093.0,1051440.0,106801653.0,日涨幅偏离值达到7%的前5只证券,10.0317
20260821,600547,山东黄金,10434470,沪股通专用,沪股通专用,931448827.85,826966380.52,104482447.33,非S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,4.9575
20260821,002038,双鹭药业,10026897,国泰海通证券股份有限公司成都天府大道证券营业部,国泰海通证券成都天府大道证券营业部,100898769.0,291752.0,100607017.0,连续三个交易日内，涨幅偏离值累计达到20%的证券,9.9379
20260821,002491,通鼎互联,10485107,国新证券股份有限公司北京分公司,国新证券北京分公司,95149711.0,6360.0,95143351.0,日换手率达到20%的前5只证券,10.0156
20260821,002491,通鼎互联,10485107,国新证券股份有限公司北京分公司,国新证券北京分公司,95149711.0,6360.0,95143351.0,日涨幅偏离值达到7%的前5只证券,10.0156
20260821,002396,星网锐捷,10046745,开源证券股份有限公司西安西大街证券营业部,开源证券西安西大街证券营业部,94916455.67,107894.0,94808561.67,日涨幅偏离值达到7%的前5只证券,10.0166
20260821,688114,华大智造,10453418,中信证券股份有限公司西安朱雀大街证券营业部,中信证券西安朱雀大街证券营业部,88392818.32,,88392818.32,有价格涨跌幅限制的连续3个交易日内收盘价格涨幅偏离值累计达到30%的证券,8.2188
20260821,600664,哈药股份,10001661723,华泰证券股份有限公司长沙湘江中路证券营业部,华泰证券长沙湘江中路证券营业部,84115961.0,,84115961.0,有价格涨跌幅限制的日收盘价格跌幅偏离值达到7%的前五只证券,-10.022
20260821,688185,康希诺,10453418,中信证券股份有限公司西安朱雀大街证券营业部,中信证券西安朱雀大街证券营业部,83778334.58,,83778334.58,有价格涨跌幅限制的连续3个交易日内收盘价格涨幅偏离值累计达到30%的证券,20.0062
