trade_date,code,name,break_times,first_seal_time,up_pct,industry
20260923,001216,华瓷股份,4,09:34,6.951265811920166,家居用品
20260923,000504,南华生物,4,09:34,5.367465019226074,医疗服务
20260923,600641,先导基电,2,09:34,9.282121658325195,半导体
20260923,002564,天沃科技,2,09:34,0.7339449524879456,专用设备
20260923,000868,安凯客车,1,09:38,4.822335243225098,商用车
20260923,600675,中华企业,1,09:39,3.719008445739746,房地产开
20260923,002285,世联行,2,09:41,-0.9375000596046448,房地产服
20260923,300155,安居宝,1,09:41,11.94690227508545,计算机设
20260923,003036,泰坦股份,1,09:42,7.456140041351318,专用设备
20260923,002205,国统股份,1,09:42,6.899724006652832,水泥
20260923,600059,古越龙山,2,09:42,5.004633903503418,非白酒
20260923,002757,南兴股份,1,09:44,2.1148037910461426,专用设备
20260923,000002,万  科Ａ,1,09:52,2.887139081954956,房地产开
20260923,002146,荣盛发展,2,09:53,2.4193546772003174,房地产开
20260923,000877,天山股份,2,10:03,6.7750678062438965,水泥
20260923,600231,凌钢股份,2,10:06,4.761904716491699,普钢
20260923,600616,金枫酒业,2,10:06,3.262955665588379,非白酒
20260923,600790,轻纺城,3,10:09,5.070422649383545,一般零售
20260923,002646,天佑德酒,1,10:10,3.966005563735962,白酒Ⅱ
20260923,601579,会稽山,1,10:13,-1.8953551054000854,非白酒
20260923,605268,王力安防,2,10:29,4.660587787628174,家居用品
20260923,001368,通达创智,1,10:31,8.972125053405762,文娱用品
20260923,001326,联域股份,1,10:59,8.57432746887207,照明设备
20260923,000823,超声电子,5,14:01,7.850912094116211,元件
20260923,002335,科华数据,1,14:15,7.832121849060059,其他电源
20260923,605088,冠盛股份,2,14:39,5.282405376434326,汽车零部
