trade_date,code,name,seat_code,seat_name,seat_abbr,act_buy,act_sell,net_amt,reason,change_rate
20260923,600641,先导基电,10004865,国泰海通证券股份有限公司,国泰海通,578467021.12,190037069.1,388429952.02,非S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,9.2821
20260923,600641,先导基电,10135341,中信证券股份有限公司上海分公司,中信证券上海分公司,358582634.39,,358582634.39,非S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,9.2821
20260923,600641,先导基电,10434470,沪股通专用,沪股通专用,691275583.97,390983576.64,300292007.33,非S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,9.2821
20260923,600418,江淮汽车,10456710,国盛证券股份有限公司宁波桑田路证券营业部,国盛证券宁波桑田路证券营业部,203639251.77,,203639251.77,非S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,9.9906
20260923,600641,先导基电,10000399618,高盛(中国)证券有限责任公司上海浦东新区世纪大道证券营业部,高盛(中国)证券上海浦东新区世纪大道证券营业部,623692818.39,439837898.94,183854919.45,非S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,9.2821
20260923,600418,江淮汽车,10434470,沪股通专用,沪股通专用,585569649.53,416352221.18,169217428.35,非S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,9.9906
20260923,600641,先导基电,10949120,国泰海通证券股份有限公司北京团结湖证券营业部,国泰海通证券北京团结湖证券营业部,165549296.9,,165549296.9,非S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,9.2821
20260923,600418,江淮汽车,10026897,国泰海通证券股份有限公司成都天府大道证券营业部,国泰海通证券成都天府大道证券营业部,150542453.68,,150542453.68,非S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,9.9906
20260923,300691,联合光电,10141895,东莞证券股份有限公司东莞凤岗证券营业部,东莞证券东莞凤岗证券营业部,124670792.57,1791791.0,122879001.57,连续三个交易日内，涨幅偏离值累计达到30%的证券,8.601
20260923,000993,闽东电力,10021773,华泰证券股份有限公司上海黄浦区来福士广场证券营业部,华泰证券上海黄浦区来福士广场证券营业部,110847918.0,327468.0,110520450.0,日跌幅偏离值达到7%的前5只证券,-9.9952
