trade_date,code,name,break_times,first_seal_time,up_pct,industry
20260812,002400,省广集团,1,09:46,6.0781474113464355,广告营销
20260812,301129,瑞纳智能,1,09:49,17.247879028320312,通用设备
20260812,603918,金桥信息,1,09:55,7.53546142578125,IT服务Ⅱ
20260812,603598,引力传媒,1,10:00,4.958217144012451,广告营销
20260812,603399,永杉锂业,2,10:04,6.933842658996582,能源金属
20260812,002762,金发拉比,2,10:32,3.103782892227173,服装家纺
20260812,002173,创新医疗,1,11:06,5.555555820465088,医疗服务
20260812,301486,致尚科技,2,11:07,11.057409286499023,消费电子
20260812,300246,宝莱特,1,13:19,14.285715103149414,医疗器械
20260812,002739,儒意电影,2,13:54,6.5217390060424805,影视院线
20260812,920826,盖世食品,1,14:39,22.25,食品加工
20260812,002536,飞龙股份,1,14:44,7.880160808563232,汽车零部
20260812,600272,开开实业,1,15:00,10.0,医药商业
