trade_date,code,name,break_times,first_seal_time,up_pct,industry
20260914,002790,瑞尔特,1,09:25,-9.989258766174316,家居用品
20260914,600929,雪天盐业,1,09:25,5.132450103759766,化学原料
20260914,603136,天目湖,4,09:31,2.17391300201416,旅游及景
20260914,603082,北自科技,3,09:31,-2.6028921604156494,自动化设
20260914,001299,美能能源,2,09:31,4.495412826538086,燃气Ⅱ
20260914,603188,亚邦股份,1,09:32,3.0567684173583984,化学制品
20260914,600798,宁波海运,1,09:32,5.263157844543457,航运港口
20260914,002040,南 京 港,1,09:32,3.5752978324890137,航运港口
20260914,605011,杭州热电,4,09:34,6.673672676086426,电力
20260914,603230,内蒙新华,1,09:35,3.6815919876098633,出版
20260914,600280,中央商场,1,09:35,2.5236594676971436,一般零售
20260914,601279,英利汽车,1,09:43,4.733727931976318,汽车零部
20260914,600609,金杯汽车,3,09:43,6.6666669845581055,汽车零部
20260914,002339,积成电子,1,09:45,5.769230842590332,电网设备
20260914,002848,高斯贝尔,3,09:49,-3.346456527709961,黑色家电
20260914,002876,三利谱,2,09:51,8.667850494384766,光学光电
20260914,603773,沃格光电,1,09:52,5.5694098472595215,光学光电
20260914,002349,精华制药,3,09:53,7.740324974060059,中药Ⅱ
20260914,002362,汉王科技,1,10:01,4.191224575042725,软件开发
20260914,002134,天津普林,1,10:04,6.416882038116455,元件
20260914,301528,多浦乐,3,10:21,19.378576278686523,通用设备
20260914,603661,恒林股份,9,10:28,8.403908729553223,家居用品
20260914,603683,晶华新材,1,10:31,4.926764011383057,化学制品
20260914,300112,万讯自控,4,10:32,14.818880081176758,通用设备
20260914,000713,国投丰乐,2,10:56,5.022156715393066,种植业
20260914,002561,徐家汇,1,10:57,3.4666664600372314,一般零售
20260914,002552,宝鼎科技,1,11:18,8.0,元件
20260914,600738,丽尚国潮,1,11:21,4.8275861740112305,一般零售
20260914,001232,嘉立创,6,13:04,8.329679489135742,元件
20260914,003033,征和工业,1,13:38,7.38808012008667,摩托车及
