trade_date,code,name,seat_code,seat_name,seat_abbr,act_buy,act_sell,net_amt,reason,change_rate
20260914,300903,科翔股份,10201214,国泰海通证券股份有限公司上海分公司,国泰海通证券上海分公司,708467073.42,0.0,708467073.42,日涨幅达到15%的前5只证券,20.0
20260914,600172,黄河旋风,10026937,国泰海通证券股份有限公司武汉紫阳东路证券营业部,国泰海通证券武汉紫阳东路证券营业部,240732445.0,,240732445.0,有价格涨跌幅限制的日价格振幅达到15%的前五只证券,9.98
20260914,600172,黄河旋风,10434470,沪股通专用,沪股通专用,284062480.23,93678855.45,190383624.78,有价格涨跌幅限制的日价格振幅达到15%的前五只证券,9.98
20260914,601118,海南橡胶,10434470,沪股通专用,沪股通专用,242781738.1,76155030.48,166626707.62,非S证券连续三个交易日内收盘价格跌幅偏离值累计达到20%的证券,-8.7021
20260914,603618,杭电股份,10434470,沪股通专用,沪股通专用,156741686.32,,156741686.32,有价格涨跌幅限制的日价格振幅达到15%的前五只证券,1.8669
20260914,000636,风华高科,10634757,深股通专用,深股通专用,1798168526.52,1650694202.33,147474324.19,连续三个交易日内，涨幅偏离值累计达到20%的证券,5.1974
20260914,300903,科翔股份,10634757,深股通专用,深股通专用,268938836.72,124477021.52,144461815.2,日涨幅达到15%的前5只证券,20.0
20260914,002552,宝鼎科技,10634757,深股通专用,深股通专用,258354362.95,126008730.12,132345632.83,日振幅值达到15%的前5只证券,8.0
20260914,002579,中京电子,10026937,国泰海通证券股份有限公司武汉紫阳东路证券营业部,国泰海通证券武汉紫阳东路证券营业部,127490037.0,271631.0,127218406.0,日涨幅偏离值达到7%的前5只证券,10.0117
20260914,002579,中京电子,10026937,国泰海通证券股份有限公司武汉紫阳东路证券营业部,国泰海通证券武汉紫阳东路证券营业部,127490037.0,271631.0,127218406.0,日振幅值达到15%的前5只证券,10.0117
20260914,001896,豫能控股,10634757,深股通专用,深股通专用,149366535.21,27671600.03,121694935.18,日涨幅偏离值达到7%的前5只证券,9.9915
