trade_date,code,name,break_times,first_seal_time,up_pct,industry
20260922,003040,楚天龙,1,09:30,5.6776556968688965,通信设备
20260922,603727,博迈科,1,09:32,6.25,油服工程
20260922,600707,彩虹股份,2,09:38,6.601731300354004,光学光电
20260922,605068,明新旭腾,2,09:41,8.037094116210938,汽车零部
20260922,600869,远东股份,2,09:50,7.146193027496338,电网设备
20260922,000559,万向钱潮,3,09:58,6.352087020874023,汽车零部
20260922,600391,航发科技,2,10:03,6.289614677429199,航空装备
20260922,301008,宏昌科技,2,10:08,15.21787166595459,家电零部
20260922,002623,亚玛顿,2,10:16,7.073434352874756,光伏设备
20260922,002094,青岛金王,1,10:38,7.2265625,家居用品
20260922,001282,三联锻造,1,10:53,5.330764293670654,汽车零部
20260922,000070,特发信息,2,10:54,7.231638431549072,通信设备
20260922,600308,华泰股份,1,11:02,6.211180210113525,造纸
20260922,600303,曙光股份,1,11:08,5.3691277503967285,商用车
20260922,300426,华智数媒,3,11:10,13.915416717529297,影视院线
20260922,600675,中华企业,1,11:18,6.060606002807617,房地产开
20260922,002169,智光电气,3,13:05,9.157509803771973,电网设备
20260922,600383,金地集团,5,13:22,9.777777671813965,房地产开
20260922,000002,万  科Ａ,13,13:22,9.939759254455566,房地产开
20260922,603351,威尔药业,1,13:29,7.9778828620910645,化学制药
20260922,002482,广田集团,1,13:38,5.223880767822266,装修装饰
20260922,002199,东晶电子,1,13:55,5.2419352531433105,元件
20260922,603997,继峰股份,2,14:08,9.307876586914062,汽车零部
20260922,000823,超声电子,1,14:18,7.784431457519531,元件
20260922,002909,集泰股份,1,14:40,5.855161666870117,化学制品
