trade_date,code,name,seat_code,seat_name,seat_abbr,act_buy,act_sell,net_amt,reason,change_rate
20260922,600664,哈药股份,10434470,沪股通专用,沪股通专用,267974878.04,,267974878.04,非S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,10.0606
20260922,600664,哈药股份,10434470,沪股通专用,沪股通专用,211934629.66,,211934629.66,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前五只证券,10.0606
20260922,301047,义翘神州,10634757,深股通专用,深股通专用,259007189.6,60713434.34,198293755.26,日涨幅达到15%的前5只证券,16.09
20260922,600664,哈药股份,10026937,国泰海通证券股份有限公司武汉紫阳东路证券营业部,国泰海通证券武汉紫阳东路证券营业部,171513713.0,,171513713.0,非S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,10.0606
20260922,600664,哈药股份,10025390,国泰海通证券股份有限公司北京知春路证券营业部,国泰海通证券北京知春路证券营业部,151436496.0,,151436496.0,非S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,10.0606
20260922,600664,哈药股份,10004865,国泰海通证券股份有限公司,国泰海通,132639073.62,,132639073.62,非S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,10.0606
20260922,600664,哈药股份,10025390,国泰海通证券股份有限公司北京知春路证券营业部,国泰海通证券北京知春路证券营业部,132355890.0,,132355890.0,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前五只证券,10.0606
20260922,000002,万科A,10747353,华福证券股份有限公司南京胜太路证券营业部,华福证券南京胜太路证券营业部,160216165.76,44569123.0,115647042.76,连续三个交易日内，涨幅偏离值累计达到20%的证券,4.3836
20260922,002141,贤丰控股,10046745,开源证券股份有限公司西安西大街证券营业部,开源证券西安西大街证券营业部,113773322.0,154864.0,113618458.0,日涨幅偏离值达到7%的前5只证券,10.0741
20260922,300324,旋极信息,10046745,开源证券股份有限公司西安西大街证券营业部,开源证券西安西大街证券营业部,106299514.0,354911.0,105944603.0,日涨幅达到15%的前5只证券,20.0
20260922,600664,哈药股份,10004865,国泰海通证券股份有限公司,国泰海通,101020044.62,,101020044.62,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前五只证券,10.0606
20260922,603068,博通集成,10434470,沪股通专用,沪股通专用,229278220.67,131052007.42,98226213.25,非S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,10.0023
20260922,000560,我爱我家,10634757,深股通专用,深股通专用,158197011.0,62609428.68,95587582.32,连续三个交易日内，涨幅偏离值累计达到20%的证券,10.0313
20260922,000560,我爱我家,10485107,国新证券股份有限公司北京分公司,国新证券北京分公司,89662370.0,144999.82,89517370.18,连续三个交易日内，涨幅偏离值累计达到20%的证券,10.0313
20260922,600664,哈药股份,10485107,国新证券股份有限公司北京分公司,国新证券北京分公司,89445264.0,,89445264.0,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前五只证券,10.0606
20260922,600664,哈药股份,10485107,国新证券股份有限公司北京分公司,国新证券北京分公司,89445264.0,,89445264.0,非S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,10.0606
20260922,000560,我爱我家,10485107,国新证券股份有限公司北京分公司,国新证券北京分公司,89457336.0,49491.0,89407845.0,日涨幅偏离值达到7%的前5只证券,10.0313
20260922,000002,万科A,10634757,深股通专用,深股通专用,351271016.62,268129803.11,83141213.51,连续三个交易日内，涨幅偏离值累计达到20%的证券,4.3836
20260922,601086,国芳集团,10000100571,摩根大通证券(中国)有限公司上海银城中路证券营业部,摩根大通证券(中国)上海银城中路证券营业部,82277818.0,,82277818.0,非S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,2.7731
20260922,301047,义翘神州,10025390,国泰海通证券股份有限公司北京知春路证券营业部,国泰海通证券北京知春路证券营业部,82490286.0,2200349.2,80289936.8,日涨幅达到15%的前5只证券,16.09
20260922,000756,新华制药,10025390,国泰海通证券股份有限公司北京知春路证券营业部,国泰海通证券北京知春路证券营业部,79906688.0,167378.0,79739310.0,连续三个交易日内，涨幅偏离值累计达到20%的证券,10.0204
20260922,000756,新华制药,10025390,国泰海通证券股份有限公司北京知春路证券营业部,国泰海通证券北京知春路证券营业部,79846937.0,130167.0,79716770.0,日涨幅偏离值达到7%的前5只证券,10.0204
20260922,002303,美盈森,10485107,国新证券股份有限公司北京分公司,国新证券北京分公司,74443627.97,0.0,74443627.97,连续三个交易日内，涨幅偏离值累计达到20%的证券,10.0478
20260922,300110,华仁药业,10485107,国新证券股份有限公司北京分公司,国新证券北京分公司,73158980.0,0.0,73158980.0,日涨幅达到15%的前5只证券,20.0608
20260922,300110,华仁药业,10485107,国新证券股份有限公司北京分公司,国新证券北京分公司,73158980.0,0.0,73158980.0,连续三个交易日内，涨幅偏离值累计达到30%的证券,20.0608
20260922,301047,义翘神州,10079640,华泰证券股份有限公司北京东三环北路证券营业部,华泰证券北京东三环北路证券营业部,70060528.4,70405.0,69990123.4,日涨幅达到15%的前5只证券,16.09
20260922,300110,华仁药业,10026736,国泰海通证券股份有限公司广州临江大道证券营业部,国泰海通证券广州临江大道证券营业部,77199388.86,7225053.0,69974335.86,连续三个交易日内，涨幅偏离值累计达到30%的证券,20.0608
20260922,600721,百花医药,10001661723,华泰证券股份有限公司长沙湘江中路证券营业部,华泰证券长沙湘江中路证券营业部,66005682.0,,66005682.0,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前五只证券,10.038
20260922,600721,百花医药,10001661723,华泰证券股份有限公司长沙湘江中路证券营业部,华泰证券长沙湘江中路证券营业部,66005682.0,,66005682.0,有价格涨跌幅限制的日换手率达到20%的前五只证券,10.038
