trade_date,code,name,main_net_inflow,super_net_inflow,big_net_inflow
20260827,002793,罗欣药业,84392573.0,52669265.0,31723308.0
20260827,688575,亚辉龙,55776921.0,69981476.0,-14204555.0
20260827,600488,津药药业,171271184.0,177487748.0,-6216564.0
20260827,603696,安记食品,65590719.0,37094894.0,28495825.0
20260827,002437,誉衡药业,449808032.0,504088048.0,-54280016.0
20260827,605339,南侨食品,7009702.0,149737.0,6859965.0
20260827,002670,国盛证券,176312338.0,163491388.0,12820950.0
20260827,000506,招金黄金,704397504.0,722094720.0,-17697216.0
20260827,301533,威马农机,60958388.0,46360818.0,14597570.0
20260827,000816,智慧农业,84306815.0,71707932.0,12598883.0
20260827,603738,泰晶科技,387256912.0,385131328.0,2125584.0
20260827,002552,宝鼎科技,373425648.0,439207136.0,-65781488.0
20260827,600183,生益科技,2531131280.0,2503593296.0,27537984.0
20260827,002975,博杰股份,128861344.0,84996608.0,43864736.0
