trade_date,code,name,break_times,first_seal_time,up_pct,industry
20260824,002975,博杰股份,1,09:30,8.284435272216797,自动化设
20260824,002703,浙江世宝,1,09:30,5.714285850524902,汽车零部
20260824,301598,博科测试,1,09:31,17.078319549560547,专用设备
20260824,601958,金钼股份,2,09:31,6.153144836425781,小金属
20260824,002536,飞龙股份,1,09:31,3.896103858947754,汽车零部
20260824,001257,盛龙股份,2,09:32,3.055555582046509,小金属
20260824,002506,协鑫集成,3,09:34,6.5134100914001465,光伏设备
20260824,688356,键凯科技,5,09:35,15.520774841308594,化学制药
20260824,002192,融捷股份,6,09:35,5.985381603240967,能源金属
20260824,603320,迪贝电气,1,09:52,3.3252720832824707,电机Ⅱ
20260824,002132,恒星科技,1,10:07,9.01467514038086,通用设备
20260824,002853,皮阿诺,2,10:12,2.5365853309631348,家居用品
20260824,001230,劲旅环境,3,10:14,9.290383338928223,环境治理
20260824,000603,盛达资源,1,10:19,8.877355575561523,贵金属
20260824,002742,冀衡医药,1,11:02,4.679802894592285,化学制药
20260824,688136,科兴制药,4,11:10,14.841848373413086,生物制品
