board_code,board_name,pct,main_net_inflow,leader_code,leader_name,leader_pct
BK1592,通信线缆及配套,5.84,2671127808.0,300563,神宇股份,19.98
BK1462,玻纤制造,4.67,261262928.0,002201,九鼎新材,10.02
BK1382,地面兵装Ⅲ,4.48,1358255568.0,600967,内蒙一机,9.99
BK1229,地面兵装Ⅱ,4.48,1358255568.0,600967,内蒙一机,9.99
BK1295,其他数字媒体,3.78,442424683.0,603466,风语筑,10.03
BK1340,印制电路板,3.28,878361344.0,605258,协和电子,10.0
BK1298,文字媒体,3.2,163981595.0,603533,掌阅科技,6.64
BK0546,玻璃玻纤,3.05,260041824.0,600876,凯盛新能,9.99
BK0459,元件,3.03,3787459840.0,605258,协和电子,10.0
BK1453,彩电,2.5,62508112.0,002848,高斯贝尔,10.04
BK1339,被动元件,2.39,2909098800.0,000636,风华高科,10.0
BK1461,玻璃制造,1.61,-1221094.0,600876,凯盛新能,9.99
BK1375,光伏发电,1.44,418299248.0,002218,拓日新能,9.98
BK1380,水力发电,1.43,248301952.0,000993,闽东电力,9.98
BK1590,其他通信设备,1.14,164825136.0,300183,东软载波,9.2
BK1443,橡胶助剂,1.09,-50977968.0,300121,阳谷华泰,4.14
BK1299,影视动漫制作,1.0,64676608.0,600088,中视传媒,10.02
BK1587,电信运营商,0.81,36489040.0,601728,中国电信,1.62
BK1347,纺织鞋类制造,0.8,-833608.0,300979,华利集团,0.8
BK1222,影视院线,0.54,38530976.0,600088,中视传媒,10.02
BK0448,通信设备,0.52,4741400064.0,002902,铭普光磁,10.02
BK1611,国有大型银行Ⅲ,0.39,107284240.0,601939,建设银行,0.64
BK1450,空调,0.37,175603584.0,000921,海信家电,3.41
BK1314,风电整机,0.25,77064832.0,002202,金风科技,2.54
BK1425,胶黏剂及胶带,0.12,-2237932.0,301283,聚胶股份,2.38
BK1296,视频媒体,0.11,124586240.0,300413,芒果超媒,0.11
BK1032,风电设备,0.09,673089472.0,002487,大金重工,5.25
BK1204,国防军工,0.07,961922048.0,600967,内蒙一机,9.99
BK1313,风电零部件,0.06,596024608.0,002487,大金重工,5.25
BK1591,通信网络设备及器件,0.05,3060162560.0,002902,铭普光磁,10.02
BK1386,军工电子Ⅲ,0.04,977612832.0,920008,成电光信,10.54
BK1233,军工电子Ⅱ,0.04,977612832.0,920008,成电光信,10.54
BK1520,综合乘用车,-0.03,479681120.0,600104,上汽集团,5.11
BK1215,通信,-0.04,4432378368.0,002902,铭普光磁,10.02
BK1241,黑色家电,-0.04,36792624.0,002848,高斯贝尔,10.04
BK1564,体育Ⅲ,-0.1,17808977.0,600676,久事动娱,2.09
BK1273,体育Ⅱ,-0.1,17808977.0,600676,久事动娱,2.09
BK1221,数字媒体,-0.11,609868384.0,603466,风语筑,10.03
BK1376,核力发电,-0.33,49068566.0,003816,中国广核,0.46
BK1384,航空装备Ⅲ,-0.37,-575490752.0,002297,博云新材,7.44
BK1231,航空装备Ⅱ,-0.37,-575490752.0,002297,博云新材,7.44
BK1439,膜材料,-0.41,311993536.0,002585,双星新材,10.06
BK1291,电视广播Ⅲ,-0.44,-4619669.0,920021,流金科技,1.53
BK1219,电视广播Ⅱ,-0.44,-4619669.0,920021,流金科技,1.53
BK0428,电力,-0.45,-88107776.0,000993,闽东电力,9.98
BK1262,乘用车,-0.46,222850032.0,600104,上汽集团,5.11
BK1290,教育出版,-0.48,3285366.0,300654,世纪天鸿,1.96
BK1312,线缆部件及其他,-0.52,185031072.0,002560,通达股份,10.08
BK1374,风力发电,-0.53,-98077744.0,603693,江苏新能,9.97
BK1610,股份制银行Ⅲ,-0.56,-375970704.0,600016,民生银行,1.37
BK1218,出版,-0.67,100720848.0,002181,粤 传 媒,5.42
BK1489,快递,-0.7,-5840296.0,600233,圆通速递,1.42
BK0486,传媒,-0.74,-76714144.0,603466,风语筑,10.03
BK1292,广告媒体,-0.76,10267937.0,301102,兆讯传媒,0.0
BK1289,大众出版,-0.78,97435456.0,002181,粤 传 媒,5.42
BK1459,清洁小家电,-0.8,-73322556.0,603486,科沃斯,3.15
BK1385,航天装备Ⅲ,-0.83,-130530149.0,300722,新余国科,3.02
BK1232,航天装备Ⅱ,-0.83,-130530149.0,300722,新余国科,3.02
BK1401,纺织服装设备,-0.83,-41512922.0,301053,远信工业,6.73
BK1547,跨境电商,-0.87,11672156.0,301381,赛维时代,1.85
BK1556,教育运营及其他,-0.89,-54656396.0,600880,博瑞传播,1.27
BK1239,白色家电,-0.89,82007504.0,000921,海信家电,3.41
BK1499,医美服务,-0.9,270015.0,000615,*ST美谷,-0.9
BK1329,集成电路制造,-0.92,1857172624.0,688820,盛合晶微,4.18
BK1515,粮食种植,-0.92,39570609.0,601952,苏垦农发,1.21
BK1336,其他电子Ⅲ,-0.92,-507419904.0,002161,远 望 谷,9.99
BK1223,其他电子Ⅱ,-0.92,-507419904.0,002161,远 望 谷,9.99
BK0427,公用事业,-0.95,-454171648.0,000993,闽东电力,9.98
BK1475,国际工程,-0.95,-12286306.0,000928,中钢国际,0.0
BK1377,火力发电,-0.96,-630715520.0,000531,穗恒运Ａ,1.03
BK1379,热力服务,-0.98,-122790624.0,605011,杭州热电,10.0
BK1220,广告营销,-1.03,-449421520.0,300061,旗天科技,5.29
BK1293,营销代理,-1.06,-459689440.0,300061,旗天科技,5.29
BK1300,院线,-1.07,-26145623.0,603103,横店影视,0.36
BK1283,银行,-1.09,-395451136.0,600016,民生银行,1.37
BK0475,银行Ⅱ,-1.09,-395451136.0,600016,民生银行,1.37
BK1208,建筑材料,-1.09,-147532288.0,600876,凯盛新能,9.99
BK1201,电子,-1.1,-9992991488.0,002161,远 望 谷,9.99
BK1457,厨房小家电,-1.12,117981682.0,002242,九阳股份,10.06
BK1451,厨房电器,-1.15,153750384.0,002508,老板电器,3.92
BK1370,特钢Ⅲ,-1.15,-10712799.0,002443,金洲管道,5.73
BK1227,特钢Ⅱ,-1.15,-10712799.0,002443,金洲管道,5.73
BK1319,硅料硅片,-1.15,-88537844.0,603398,*ST沐邦,2.62
BK1483,高速公路,-1.16,-36576472.0,200429,粤高速Ｂ,0.66
BK1244,小家电,-1.16,43519451.0,002242,九阳股份,10.06
BK1476,化学工程,-1.2,-76393835.0,603959,ST百利,3.81
BK1321,火电设备,-1.24,-14161098.0,002630,*ST华西,-0.59
BK1310,配电设备,-1.28,1946926.0,600468,百利电气,5.56
BK1558,学历教育,-1.28,-1159893.0,002093,国脉科技,-0.55
BK1609,城商行Ⅲ,-1.32,-98455488.0,600919,江苏银行,-0.4
BK1584,熟食,-1.32,7566067.0,603517,ST绝味,-0.58
BK1519,电动乘用车,-1.34,-256831088.0,002594,比亚迪,0.57
BK1571,油品石化贸易,-1.35,63917059.0,603353,和顺石油,3.15
BK0736,通信服务,-1.38,-309021728.0,300292,吴通控股,5.03
BK1589,通信应用增值服务,-1.38,-150943904.0,300292,吴通控股,5.03
BK1356,其他饰品,-1.38,-5917220.0,600735,ST新华锦,-0.15
BK1619,其他金属新材料,-1.39,-21487248.0,600255,鑫科材料,4.02
BK1373,电能综合服务,-1.41,54257368.0,003035,南网能源,3.1
BK1294,门户网站,-1.42,-68402835.0,603888,新华网,1.02
BK0740,教育,-1.42,-164677486.0,603377,ST东时,8.09
