trade_date,code,name,main_net_inflow,super_net_inflow,big_net_inflow
20260911,002297,博云新材,597036304.0,544898880.0,52137424.0
20260911,002194,武汉凡谷,468232821.0,503780677.0,-35547856.0
20260911,603601,再升科技,397186160.0,269133520.0,128052640.0
20260911,000070,特发信息,286062800.0,299522976.0,-13460176.0
20260911,600371,万向德农,245747022.0,239428251.0,6318771.0
20260911,600706,曲江文旅,146414588.0,128594346.0,17820242.0
20260911,600255,鑫科材料,96594080.0,92970770.0,3623310.0
20260911,600712,南宁百货,-8177394.0,48000111.0,-56177505.0
20260911,600359,新农开发,29965888.0,26876736.0,3089152.0
20260911,600792,云煤能源,-98124691.0,-118040772.0,19916081.0
20260911,003013,地铁设计,48877541.0,62532532.0,-13654991.0
20260911,000759,中百集团,49662877.0,154671133.0,-105008256.0
20260911,000679,大连友谊,22372142.0,10688462.0,11683680.0
20260911,000722,湖南发展,-34865803.0,-60045323.0,25179520.0
20260911,000978,桂林旅游,-236434806.0,-187340966.0,-49093840.0
20260911,000890,法尔胜,58976631.0,25181702.0,33794929.0
20260911,603328,依顿电子,38577824.0,-8607552.0,47185376.0
20260911,603226,菲林格尔,45678653.0,15462485.0,30216168.0
