trade_date,code,name,break_times,first_seal_time,up_pct,industry
20260911,600712,南宁百货,2,09:30,-1.9033674001693726,一般零售
20260911,600359,新农开发,5,09:30,0.8298755884170532,种植业
20260911,600792,云煤能源,3,09:30,-4.805914878845215,焦炭Ⅱ
20260911,003013,地铁设计,1,09:31,6.123595714569092,工程咨询
20260911,000759,中百集团,1,09:31,-6.444189071655273,一般零售
20260911,000679,大连友谊,1,09:31,-0.7429420351982117,一般零售
20260911,002194,武汉凡谷,3,09:34,5.524861812591553,通信设备
20260911,000722,湖南发展,1,09:38,3.1886026859283447,电力
20260911,600706,曲江文旅,2,09:39,2.617230176925659,旅游及景
20260911,000978,桂林旅游,3,09:40,1.857585072517395,旅游及景
20260911,000890,法尔胜,1,09:42,-0.5931198000907898,环保设备
20260911,000070,特发信息,1,09:44,6.056860446929932,通信设备
20260911,600371,万向德农,2,09:45,4.452296733856201,种植业
20260911,600255,鑫科材料,1,09:52,4.021448135375977,金属新材
20260911,603328,依顿电子,1,13:17,6.594324111938477,元件
20260911,002297,博云新材,3,13:41,7.442922115325928,航空装备
20260911,603601,再升科技,3,13:47,8.333333969116211,专业工程
20260911,603226,菲林格尔,2,13:51,7.405360698699951,家居用品
