board_code,board_name,pct,main_net_inflow,leader_code,leader_name,leader_pct
BK1382,地面兵装Ⅲ,5.9,1280932112.0,600967,内蒙一机,10.01
BK1229,地面兵装Ⅱ,5.9,1280932112.0,600967,内蒙一机,10.01
BK1497,化妆品制造及其他,5.27,110684032.0,920176,维琪科技,29.99
BK1252,化妆品,2.96,151220846.0,920176,维琪科技,29.99
BK1441,其他橡胶制品,2.56,59744754.0,920098,科隆新材,14.57
BK1462,玻纤制造,2.41,862510384.0,605006,山东玻纤,9.99
BK1354,鞋帽及其他,2.4,184233768.0,603665,康隆达,10.0
BK1337,品牌消费电子,2.25,-22060637.0,301189,奥尼电子,11.56
BK1562,人工景区,1.96,133273441.0,002059,云南旅游,10.06
BK1507,宠物食品,1.94,25065985.0,300673,佩蒂股份,5.86
BK1312,线缆部件及其他,1.62,2006971408.0,600869,远东股份,9.98
BK1018,橡胶,1.56,29116115.0,920098,科隆新材,14.57
BK1384,航空装备Ⅲ,1.56,1359811184.0,002297,博云新材,10.01
BK1231,航空装备Ⅱ,1.56,1359811184.0,002297,博云新材,10.01
BK1388,大气治理,1.53,-1093161.0,300385,ST雪浪,7.63
BK1452,卫浴电器,1.4,1638530.0,002543,万和电气,2.74
BK1035,美容护理,1.38,140362807.0,920176,维琪科技,29.99
BK1348,辅料,1.31,22823444.0,920527,夜光明,4.3
BK1204,国防军工,1.31,2743796992.0,600967,内蒙一机,10.01
BK1533,塑料包装,1.08,94712631.0,920218,新天力,5.48
BK1240,厨卫电器,1.07,-39116512.0,605336,*ST帅电,4.88
BK1272,旅游及景区,1.03,226381968.0,002059,云南旅游,10.06
BK0546,玻璃玻纤,1.0,910973136.0,605006,山东玻纤,9.99
BK1469,涂料,1.0,-7464738.0,603378,*ST亚士,3.86
BK1592,通信线缆及配套,0.99,390446336.0,688143,长盈通,4.53
BK1431,有机硅,0.96,44092310.0,002909,集泰股份,9.97
BK1451,厨房电器,0.91,-40755049.0,605336,*ST帅电,4.88
BK1311,输变电设备,0.91,-186297984.0,920222,益坤电气,17.24
BK1563,自然景区,0.89,119329805.0,300859,西域旅游,2.73
BK1557,培训教育,0.87,-7965064.0,300192,科德教育,8.74
BK1619,其他金属新材料,0.85,15652864.0,603978,深圳新星,10.02
BK1496,洗护用品,0.84,1001088.0,001328,登康口腔,2.37
BK1037,消费电子,0.79,966985216.0,920212,智新电子,29.95
BK0740,教育,0.73,-65474136.0,300192,科德教育,8.74
BK1568,人力资源服务,0.72,9803017.0,300662,科锐国际,4.78
BK1526,底盘与发动机系统,0.71,538372640.0,002265,建设工业,10.01
BK1561,旅游综合,0.71,-26221275.0,603402,陕西旅游,5.97
BK1296,视频媒体,0.69,-540296496.0,300413,芒果超媒,0.69
BK1467,耐火材料,0.68,-10811372.0,920191,瑞尔竞达,3.77
BK1611,国有大型银行Ⅲ,0.67,-388153904.0,601658,邮储银行,1.46
BK1498,品牌化妆品,0.65,40536804.0,603983,丸美生物,6.36
BK1398,其他通用设备,0.62,727826512.0,300154,瑞凌股份,9.81
BK1338,消费电子零部件及组装,0.61,989046016.0,920212,智新电子,29.95
BK1534,印刷,0.6,-3718547.0,920121,江天科技,2.95
BK1376,核力发电,0.59,301550816.0,601985,中国核电,1.69
BK1381,燃气Ⅲ,0.58,124088875.0,600903,贵州燃气,9.95
BK1028,燃气Ⅱ,0.58,124088875.0,600903,贵州燃气,9.95
BK1386,军工电子Ⅲ,0.49,280018544.0,688084,晶品特装,9.2
BK1233,军工电子Ⅱ,0.49,280018544.0,688084,晶品特装,9.2
BK0457,电网设备,0.49,1482468768.0,600869,远东股份,9.98
BK1470,房屋建设Ⅲ,0.47,91809152.0,000628,高新发展,10.0
BK1246,房屋建设Ⅱ,0.47,91809152.0,000628,高新发展,10.0
BK1383,航海装备Ⅲ,0.47,-162153952.0,300589,江龙船艇,2.49
BK1230,航海装备Ⅱ,0.47,-162153952.0,300589,江龙船艇,2.49
BK1525,车身附件及饰件,0.47,78285664.0,001278,一彬科技,10.02
BK1380,水力发电,0.46,291710880.0,600236,桂冠电力,3.14
BK1445,安防设备,0.43,-98849216.0,605118,力鼎光电,10.0
BK1506,农业综合Ⅲ,0.42,-1773584.0,920964,润农节水,7.22
BK1257,农业综合Ⅱ,0.42,-1773584.0,920964,润农节水,7.22
BK1458,个护小家电,0.4,3474059.0,920199,倍益康,1.46
BK1567,其他专业服务,0.38,5593846.0,920039,国义招标,5.36
BK1350,其他纺织,0.38,4910841.0,300877,金春股份,6.82
BK1400,制冷空调设备,0.37,282235792.0,002639,雪人集团,10.03
BK1392,工程机械器件,0.37,-2313342.0,301079,邵阳液压,4.67
BK1225,服装家纺,0.36,187134000.0,601566,九牧王,9.98
BK1617,黄金,0.34,-927362144.0,000506,招金黄金,5.03
BK1310,配电设备,0.33,5638242.0,603016,新宏泰,6.93
BK1547,跨境电商,0.33,-27111174.0,920065,千岸科技,5.09
BK1439,膜材料,0.33,-109791296.0,002632,道明光学,10.02
BK1449,冰洗,0.33,80489848.0,600336,澳柯玛,2.54
BK1556,教育运营及其他,0.32,-63782279.0,300010,ST豆神,1.37
BK1385,航天装备Ⅲ,0.31,-14810521.0,300722,新余国科,3.64
BK1232,航天装备Ⅱ,0.31,-14810521.0,300722,新余国科,3.64
