trade_date,code,name,lb_num,first_limit_time,last_limit_time,open_times,seal_amount,turnover,amount,industry
20260902,000635,英 力 特,2,09:25,09:25,0,93295000.0,2.81307053565979,81932066.0,化学原料
20260902,000892,欢瑞世纪,3,09:25,09:25,0,394979265.0,3.0641651153564453,113256255.0,影视院线
20260902,002274,华昌化工,1,09:25,09:55,2,82065860.0,9.904375076293945,657312768.0,化学原料
20260902,002909,集泰股份,3,09:25,09:25,0,74416742.0,6.941616058349609,192248850.0,化学制品
20260902,003005,竞业达,4,09:25,09:25,0,180729380.0,3.2729547023773193,87842620.0,IT服务Ⅱ
20260902,601086,国芳集团,4,09:25,09:25,0,306061410.0,0.8711711764335632,64402200.0,一般零售
20260902,600828,茂业商业,2,09:25,09:45,1,63942216.0,2.65641188621521,218277726.0,一般零售
20260902,600892,大晟文化,3,09:25,09:25,0,133568100.0,2.005258083343506,60004530.0,游戏Ⅱ
20260902,002632,道明光学,1,09:30,09:30,1,59452900.0,6.372147560119629,358957504.0,塑料
20260902,603207,小方制药,2,09:30,09:51,1,46511718.0,24.16107749938965,365592000.0,化学制药
20260902,600830,香溢融通,2,09:31,09:37,1,53512992.0,8.365405082702637,381073840.0,多元金融
20260902,000852,石化机械,1,09:32,11:03,1,19479003.0,6.122979164123535,348293120.0,专用设备
20260902,002265,建设工业,1,09:32,09:32,1,81598496.0,1.7290620803833008,377639472.0,汽车零部
20260902,601566,九牧王,2,09:34,13:12,2,46319497.0,8.50383186340332,492159520.0,服装家纺
20260902,002999,天禾股份,1,09:34,10:36,2,23925120.0,15.442293167114258,387163824.0,农化制品
20260902,600967,内蒙一机,2,09:34,09:34,0,275709036.0,3.8202970027923584,845514048.0,地面兵装
20260902,601606,长城军工,1,09:35,09:46,1,240045125.0,8.200071334838867,2140114928.0,地面兵装
20260902,603978,深圳新星,1,09:37,10:09,1,101815814.0,8.871553421020508,415413232.0,金属新材
20260902,605577,龙版传媒,3,09:38,09:38,0,74112375.0,5.99834680557251,325715264.0,出版
20260902,002886,沃特股份,1,09:38,09:38,0,191335585.0,18.77956199645996,1157777808.0,塑料
20260902,600869,远东股份,1,09:39,09:39,1,429871455.0,8.121063232421875,3431846864.0,电网设备
20260902,605006,山东玻纤,1,09:42,10:01,2,75733647.0,9.437015533447266,962478368.0,玻璃玻纤
20260902,600903,贵州燃气,1,09:44,09:44,0,79676072.0,6.464149475097656,515139824.0,燃气Ⅱ
20260902,002201,九鼎新材,1,09:46,10:06,3,49787243.0,7.07232666015625,386601792.0,玻璃玻纤
20260902,002300,太阳电缆,1,09:46,09:48,2,117613382.0,7.861563682556152,423822608.0,电网设备
20260902,002893,京能热力,1,09:48,10:40,3,34536455.0,22.090368270874023,491117760.0,电力
20260902,002059,云南旅游,1,09:50,14:32,1,42107625.0,7.171453475952148,368884416.0,旅游及景
20260902,002639,雪人集团,1,09:53,09:53,0,136738061.0,10.145293235778809,858562000.0,通用设备
20260902,002536,飞龙股份,1,09:56,10:26,2,296064088.0,10.60001277923584,3259697792.0,汽车零部
20260902,920212,智新电子,1,09:58,09:58,0,47990971.0,19.49669075012207,133003701.0,消费电子
20260902,603778,国晟科技,1,10:09,10:12,1,45099475.0,12.554683685302734,837168608.0,光伏设备
20260902,603216,梦天家居,1,10:10,10:11,1,31345908.0,5.073330402374268,259540018.0,家居用品
20260902,002104,恒宝股份,2,10:19,10:53,1,91959868.0,22.985443115234375,1771733392.0,通信设备
20260902,920176,维琪科技,1,10:41,10:41,0,37269617.0,44.117427825927734,223532793.0,化妆品
20260902,603530,神马电力,1,10:42,10:42,0,35765209.0,1.8808611631393433,393086560.0,电网设备
20260902,000628,高新发展,1,10:43,10:43,0,132449291.0,9.080155372619629,928956464.0,房屋建设
20260902,600657,信达地产,1,10:45,13:35,1,72232845.0,4.361259460449219,363209888.0,房地产开
20260902,603375,盛景微,1,10:46,10:46,0,52685293.0,5.575870513916016,148700747.0,半导体
20260902,002708,光洋股份,1,10:47,13:26,1,95005104.0,12.230667114257812,860937536.0,汽车零部
20260902,002297,博云新材,1,11:09,11:09,0,279313740.0,12.016816139221191,1316296272.0,航空装备
20260902,920006,晟楠科技,1,11:13,11:13,0,34165687.0,26.068058013916016,259413132.0,航空装备
20260902,603618,杭电股份,1,11:19,11:19,0,178175750.0,19.132558822631836,4721844992.0,电网设备
20260902,603270,金帝股份,1,13:02,13:44,2,76911993.0,22.455013275146484,487265088.0,通用设备
20260902,001366,播恩集团,1,13:08,13:08,0,47625250.0,5.399384498596191,121655961.0,饲料
20260902,001326,联域股份,1,13:12,13:12,0,144898940.0,12.701662063598633,210246986.0,照明设备
20260902,003039,顺控发展,1,13:14,13:14,0,56453061.0,3.215207815170288,258174121.0,环境治理
20260902,001278,一彬科技,1,13:19,13:19,0,52553768.0,4.143873691558838,61707944.0,汽车零部
20260902,605118,力鼎光电,1,13:29,14:30,1,57160068.0,3.4034578800201416,458238176.0,计算机设
20260902,603701,德宏股份,1,13:35,13:35,0,15313623.0,3.3421642780303955,178621472.0,汽车零部
20260902,603665,康隆达,1,13:50,13:50,0,72836945.0,3.437154769897461,118037570.0,服装家纺
20260902,600589,大位科技,1,13:52,13:52,0,149970878.0,11.043329238891602,1364961120.0,IT服务Ⅱ
20260902,603958,哈森股份,1,14:09,14:09,0,112445547.0,14.875787734985352,743688720.0,服装家纺
