trade_date,code,secucode,name,close_price,change_rate,turnover_rate,accum_amount,lhb_net_amt,lhb_buy_amt,lhb_sell_amt,deal_amount_ratio,deal_net_ratio,reason,reason_type,market,trade_market,buy_seats,sell_seats,buy_ratio,sell_ratio
20260915,002491,002491.SZ,通鼎互联,22.23,9.9951,22.6992,5840461313.0,835440475.26,1185726839.03,350286363.77,26.299518488053,14.304357660934,日涨幅偏离值达到7%的前5只证券,1家机构买入，成功率43.81%,SZ,深交所主板,11131.0,31111.0,17.230276694412,4.717069261238
20260915,002212,002212.SZ,天融信,7.77,5.0,29.5905,3712116650.0,200189525.09,594995548.45,394806023.36,26.664075112241,5.392867303618,连续三个交易日内，涨幅偏离值累计达到20%的证券,主力做T，成功率18.48%,SZ,深交所主板,11111.0,11111.0,14.504703225046,10.396123660608
20260915,002585,002585.SZ,双星新材,12.06,10.0365,22.2521,2331857903.0,186627314.34,491669982.37,305042668.03,34.166432241648,8.003374223614,日涨幅偏离值达到7%的前5只证券,2家机构买入，成功率41.80%,SZ,深交所主板,11331.0,11131.0,18.820716094466,11.441472299266
20260915,002487,002487.SZ,大金重工,39.44,10.0139,12.8053,3052763081.0,118628163.78,619166597.26,500538433.48,36.678412344178,3.885927621384,日涨幅偏离值达到7%的前5只证券,2家机构买入，成功率46.86%,SZ,深交所主板,11133.0,11333.0,18.850148059362,15.133887325729
20260915,002897,002897.SZ,意华股份,74.99,5.0427,16.8756,5204051712.0,114243544.24,833861183.0,719617638.76,29.851333302047,2.19528072668,连续三个交易日内，涨幅偏离值累计达到20%的证券,2家机构买入，成功率28.69%,SZ,深交所主板,13131.0,13113.0,14.433373017181,13.828026287683
20260915,002531,002531.SZ,天顺风能,7.81,10.0,9.7488,1277484637.0,110071437.56,245959454.4,135888016.84,29.89057247191,8.616263113621,日振幅值达到15%的前5只证券,2家机构买入，成功率34.83%,SZ,深交所主板,11331.0,13333.0,17.836724690098,10.62234048925
20260915,002531,002531.SZ,天顺风能,7.81,10.0,9.7488,1277484637.0,110071437.56,245959454.4,135888016.84,29.89057247191,8.616263113621,日涨幅偏离值达到7%的前5只证券,2家机构买入，成功率34.83%,SZ,深交所主板,11331.0,13333.0,17.836724690098,10.62234048925
20260915,000823,000823.SZ,超声电子,23.9,5.612,40.421,5794333953.0,87054781.91,828475349.73,741420567.82,27.093638894203,1.50241222919,日换手率达到20%的前5只证券,3家机构买入，成功率40.06%,SZ,深交所主板,13313.0,11111.0,14.05231678627,11.231726873682
20260915,603270,603270.SH,金帝股份,34.47,4.772,23.4027,563292882.0,83450501.32,153980102.09,70529600.77,39.856655397964,14.814762264296,有价格涨跌幅限制的日换手率达到20%的前五只证券,1家机构买入，成功率41.79%,SH,上交所主板,13111.0,11111.0,27.33570883113,12.520946566834
20260915,301132,301132.SZ,满坤科技,61.9,6.0476,22.5661,2743696082.0,81631745.88,623727566.39,542095820.51,42.49098121867,2.975247383103,连续三个交易日内，涨幅偏离值累计达到30%的证券,4家机构买入，成功率39.12%,SZ,深交所创业板,13333.0,13313.0,20.677259511793,17.265271199232
20260915,603200,603200.SH,上海洗霸,39.81,10.0028,2.9476,203153339.0,78125792.62,101216837.5,23091044.88,61.189189895619,38.45656340406,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前五只证券,买一主买，成功率42.23%,SH,上交所主板,11111.0,11111.0,49.822876649841,11.36631324578
