trade_date,code,name,main_net_inflow,super_net_inflow,big_net_inflow
20260916,601218,吉鑫科技,-104381938.0,-70103979.0,-34277959.0
20260916,002531,天顺风能,1433051.0,52056651.0,-50623600.0
20260916,301300,远翔新材,-2903468.0,-4453737.0,1550269.0
20260916,002218,拓日新能,181003892.0,136007929.0,44995963.0
20260916,002222,福晶科技,204041522.0,290676786.0,-86635264.0
20260916,001306,夏厦精密,2116889.0,-5049170.0,7166059.0
20260916,603038,华立股份,24191245.0,20432941.0,3758304.0
20260916,001211,双枪科技,13595208.0,5251288.0,8343920.0
20260916,600667,太极实业,343436864.0,486738160.0,-143301296.0
20260916,603269,海鸥股份,123653581.0,16547694.0,107105887.0
