trade_date,code,name,break_times,first_seal_time,up_pct,industry
20260916,601218,吉鑫科技,1,09:25,0.7722007632255554,风电设备
20260916,002531,天顺风能,1,09:30,0.12804096937179565,风电设备
20260916,301300,远翔新材,1,09:31,13.731622695922852,橡胶
20260916,002218,拓日新能,1,09:41,5.741626739501953,电力
20260916,002222,福晶科技,1,11:07,8.083831787109375,光学光电
20260916,001306,夏厦精密,1,13:07,3.690178632736206,通用设备
20260916,603038,华立股份,1,13:12,8.147174835205078,装修建材
20260916,001211,双枪科技,1,13:37,8.508732795715332,家居用品
20260916,001288,运机集团,2,13:40,8.495574951171875,专用设备
20260916,600667,太极实业,1,13:44,6.980433464050293,工程咨询
20260916,603269,海鸥股份,1,14:54,7.592281818389893,通用设备
