board_code,board_name,pct,main_net_inflow,leader_code,leader_name,leader_pct
BK1355,运动服装,7.34,57450173.0,002780,三夫户外,10.03
BK1442,炭黑,6.75,203451093.0,002442,龙星科技,10.08
BK1325,半导体材料,6.14,3936136192.0,003026,中晶科技,10.01
BK1502,林业Ⅲ,5.97,809490715.0,000592,平潭发展,9.97
BK1255,林业Ⅱ,5.97,809490715.0,000592,平潭发展,9.97
BK1334,光学元件,5.37,271210320.0,688010,福光股份,14.35
BK1409,激光设备,5.15,662726992.0,688025,杰普特,12.81
BK1547,跨境电商,5.09,105568547.0,300464,星徽股份,20.0
BK1327,分立器件,5.05,688722896.0,688048,长光华芯,9.66
BK1326,半导体设备,5.03,3891466496.0,688478,晶升股份,19.99
BK1330,模拟芯片设计,5.0,550121552.0,688368,晶丰明源,15.21
BK1036,半导体,4.82,13650636288.0,003026,中晶科技,10.01
BK1329,集成电路制造,4.76,903674720.0,300456,赛微电子,5.69
BK1361,期货,4.5,135638271.0,002961,瑞达期货,10.02
BK1328,集成电路封测,4.46,852966176.0,688372,伟测科技,7.09
BK1616,白银,4.44,287149664.0,000603,盛达资源,6.88
BK1341,房产租赁经纪,4.29,47241458.0,002285,世联行,10.14
BK1591,通信网络设备及器件,4.11,7267659264.0,002281,光迅科技,10.0
BK1332,电子化学品Ⅲ,4.06,2616015856.0,002584,西陇科学,10.02
BK1039,电子化学品Ⅱ,4.06,2616015856.0,002584,西陇科学,10.02
BK1336,其他电子Ⅲ,3.96,1036345440.0,000670,盈方微,9.94
BK1223,其他电子Ⅱ,3.96,1036345440.0,000670,盈方微,9.94
BK1465,防水材料,3.88,-25067060.0,300715,凯伦股份,10.32
BK1331,数字芯片设计,3.87,2827547648.0,688620,安凯微,15.1
BK1592,通信线缆及配套,3.86,2861606912.0,603042,华脉科技,10.0
BK0732,贵金属,3.83,913982112.0,000603,盛达资源,6.88
BK1431,有机硅,3.81,204257422.0,603155,新亚强,10.0
BK1201,电子,3.8,22702878720.0,002584,西陇科学,10.02
BK1340,印制电路板,3.74,1907822848.0,605058,澳弘电子,10.0
