trade_date,code,name,lb_num,first_limit_time,last_limit_time,open_times,seal_amount,turnover,amount,industry
20260810,002552,宝鼎科技,5,09:25,10:16,3,129915632.0,6.4547319412231445,1234617872.0,元件
20260810,001388,信通电子,1,09:25,09:31,1,50119317.0,5.238347053527832,165327304.0,电网设备
20260810,000802,北京文化,1,09:25,09:32,1,94861463.0,14.281144142150879,479987088.0,影视院线
20260810,300862,蓝盾光电,1,09:25,09:25,0,1076291264.0,0.5813244581222534,20085072.0,通用设备
20260810,600272,开开实业,3,09:25,09:25,0,67479704.0,3.690199375152588,84254632.0,医药商业
20260810,600490,鹏欣资源,1,09:25,09:38,1,26552690.0,4.389364242553711,686712896.0,工业金属
20260810,600664,哈药股份,2,09:25,13:20,1,316612168.0,5.231677532196045,990072048.0,化学制药
20260810,600721,百花医药,5,09:25,09:25,0,449381874.0,1.3310855627059937,59325246.0,医疗服务
20260810,002885,京泉华,1,09:30,09:30,0,223296607.0,3.1234002113342285,236467428.0,其他电子
20260810,301080,百普赛斯,2,09:30,14:50,30,3571869.0,23.30624008178711,2264869008.0,生物制品
20260810,002437,誉衡药业,2,09:30,14:39,15,5694122.0,21.97418975830078,1567556608.0,化学制药
20260810,002900,哈三联,2,09:30,14:28,12,5857850.0,37.158931732177734,882898544.0,化学制药
20260810,600683,京投发展,1,09:30,09:30,1,67714627.0,0.8992713689804077,64566363.0,房地产开
20260810,001258,立新能源,1,09:31,11:16,8,81525296.0,18.893709182739258,2519826912.0,电力
20260810,603758,秦安股份,2,09:31,09:31,0,37381124.0,2.5283939838409424,123553210.0,汽车零部
20260810,002298,中电鑫龙,1,09:32,09:32,0,156675698.0,5.85281229019165,355176704.0,电网设备
20260810,600641,先导基电,2,09:32,09:32,0,162371912.0,3.1177978515625,990539600.0,半导体
20260810,603065,宿迁联盛,1,09:33,10:36,3,61262350.0,10.44154167175293,758079088.0,化学制品
20260810,002626,金达威,1,09:34,09:34,0,113628597.0,1.8765066862106323,186646728.0,食品加工
20260810,000710,贝瑞基因,1,09:34,09:34,0,85456458.0,6.390527248382568,205478932.0,医疗服务
20260810,002112,三变科技,1,09:34,10:22,2,77881327.0,17.34731101989746,791977248.0,电网设备
20260810,603269,海鸥股份,1,09:35,09:47,2,65189349.0,4.493719577789307,299054000.0,通用设备
20260810,002951,金时科技,1,09:36,09:37,1,90335518.0,1.8133774995803833,110776873.0,其他电源
20260810,601700,风范股份,1,09:36,14:50,11,5239908.0,23.823373794555664,1880022832.0,电网设备
20260810,002370,亚太药业,1,09:37,09:38,1,62677402.0,4.614027500152588,196798854.0,化学制药
20260810,002458,益生股份,1,09:38,09:38,0,101026322.0,3.796635627746582,360006352.0,养殖业
20260810,000537,绿发电力,1,09:38,10:11,1,90921176.0,2.9827258586883545,501123360.0,电力
20260810,002589,瑞康医药,2,09:41,09:41,0,104287097.0,12.388507843017578,556672048.0,医药商业
20260810,605033,美邦股份,1,09:41,09:42,1,29429400.0,3.9978549480438232,104466930.0,农化制品
20260810,605162,新中港,1,09:42,09:43,1,74607345.0,4.907541751861572,197475177.0,电力
20260810,603797,联泰环保,1,09:42,10:15,2,18094018.0,4.675599098205566,121521105.0,环境治理
20260810,002300,太阳电缆,1,09:43,11:21,2,13713610.0,12.639200210571289,704563360.0,电网设备
20260810,600833,第一医药,1,09:43,13:16,1,23119899.0,5.992420196533203,144364804.0,医药商业
20260810,002828,贝肯能源,1,09:47,09:47,0,119762557.0,12.483635902404785,314859488.0,油服工程
20260810,600984,建设机械,1,09:48,10:40,2,39804703.0,6.073228359222412,335609936.0,工程机械
20260810,603382,海阳科技,1,09:50,09:59,5,10128000.0,6.037032127380371,137446977.0,化学纤维
20260810,600227,赤天化,1,09:50,10:03,2,63346769.0,15.69320297241211,714031728.0,农化制品
20260810,603038,华立股份,1,09:51,09:51,0,27811798.0,2.966707229614258,117061266.0,装修建材
20260810,002474,榕基软件,1,09:51,10:02,1,59557097.0,8.679688453674316,316219152.0,IT服务Ⅱ
20260810,688073,毕得医药,2,09:52,14:05,5,17335792.0,11.6165771484375,760585424.0,医疗服务
20260810,603162,海通发展,1,09:53,13:41,10,33879387.0,12.728019714355469,670989072.0,航运港口
20260810,601606,长城军工,1,09:54,09:54,0,163734869.0,5.43207311630249,1367567488.0,地面兵装
20260810,601886,江河集团,1,09:55,09:56,1,5653830.0,0.9843390583992004,99064571.0,装修装饰
20260810,002345,潮宏基,1,09:57,09:57,0,73898687.0,4.000600814819336,393649408.0,饰品
20260810,002696,百洋股份,1,09:58,10:06,1,2709882.0,8.588845252990723,170534190.0,饲料
20260810,002827,高争民爆,1,09:58,10:04,3,27671931.0,4.851508140563965,781698848.0,化学制品
20260810,002141,贤丰控股,1,09:59,10:14,1,100035936.0,24.020721435546875,1606097952.0,元件
