trade_date,code,name,main_net_inflow,super_net_inflow,big_net_inflow
20260924,000910,大亚圣象,-117067959.0,-65882345.0,-51185614.0
20260924,600156,华升股份,135275600.0,154359758.0,-19084158.0
20260924,002181,粤 传 媒,305129480.0,292662760.0,12466720.0
20260924,600831,广电网络,40141724.0,29964961.0,10176763.0
20260924,600641,先导基电,-230552304.0,-279704368.0,49152064.0
20260924,001317,三羊马,67351386.0,68239514.0,-888128.0
20260924,000504,南华生物,43840868.0,93805172.0,-49964304.0
20260924,301560,众捷股份,37249665.0,22411154.0,14838511.0
20260924,600699,均胜电子,397248080.0,414612480.0,-17364400.0
20260924,603937,丽岛新材,11866945.0,11002103.0,864842.0
