board_code,board_name,pct,main_net_inflow,leader_code,leader_name,leader_pct
BK1290,教育出版,2.74,-262666.0,605577,龙版传媒,9.97
BK1549,旅游零售Ⅲ,2.71,127531264.0,600185,珠免集团,3.79
BK1269,旅游零售Ⅱ,2.71,127531264.0,600185,珠免集团,3.79
BK1299,影视动漫制作,2.71,302698256.0,000892,欢瑞世纪,10.04
BK1271,酒店餐饮,2.71,129873771.0,000428,华天酒店,10.09
BK1218,出版,2.71,233362352.0,605577,龙版传媒,9.97
BK1261,种植业,2.69,580725792.0,600108,亚盛集团,10.1
BK1289,大众出版,2.69,233625024.0,601949,中国出版,10.0
BK1220,广告营销,2.66,3862364848.0,301171,易点天下,11.12
BK1580,肉制品,2.59,36935945.0,002726,ST龙大,5.04
BK1314,风电整机,2.56,-180804693.0,688660,电气风电,12.57
BK1222,影视院线,2.54,316921824.0,000892,欢瑞世纪,10.04
BK1496,洗护用品,2.51,1493422.0,603193,润本股份,4.5
BK1518,种子,2.5,330323232.0,600354,敦煌种业,10.04
BK1505,其他农产品加工,2.45,6716746.0,920371,欧福蛋业,5.75
BK1515,粮食种植,2.43,54298317.0,600598,北大荒,3.55
BK1585,乳品,2.39,177178336.0,920786,骑士乳业,8.12
BK1502,林业Ⅲ,2.35,842246576.0,000592,平潭发展,9.99
BK1255,林业Ⅱ,2.35,842246576.0,000592,平潭发展,9.99
BK0486,传媒,2.32,6174208000.0,605577,龙版传媒,9.97
BK1517,食用菌,2.28,-26248247.0,300511,雪榕生物,4.39
BK1305,燃料电池,2.27,-1059607.0,688339,亿华通-U,2.27
BK1599,其他医疗服务,2.22,165713542.0,603122,合富中国,9.98
BK0438,食品饮料,2.19,1385145120.0,601579,会稽山,10.01
BK1507,宠物食品,2.13,4619375.0,920419,路斯股份,4.18
BK1429,食品及饲料添加剂,2.1,61877405.0,300829,金丹科技,7.31
BK1559,餐饮,2.09,16464273.0,002186,全 聚 德,3.97
BK1282,饮料乳品,2.09,196222896.0,920786,骑士乳业,8.12
BK1280,食品加工,2.07,86575639.0,002702,海欣食品,10.0
BK1464,水泥制造,2.04,6910641.0,600802,福建水泥,9.92
BK1343,物业管理,1.99,-78915317.0,200056,*ST皇庭B,5.77
BK1565,会展服务,1.95,2200105.0,300860,锋尚文化,6.36
BK1300,院线,1.92,14223568.0,603103,横店影视,3.1
BK1221,数字媒体,1.9,665375248.0,300413,芒果超媒,5.46
BK1353,家纺,1.9,6383491.0,920262,太湖雪,6.25
BK1448,横向通用软件,1.89,800108944.0,688435,英方软件,12.01
BK1535,纸包装,1.85,-14236660.0,920075,柏星龙,30.0
BK1427,民爆制品,1.82,11324272.0,002827,高争民爆,9.99
BK1291,电视广播Ⅲ,1.81,122418726.0,301551,无线传媒,3.35
BK1219,电视广播Ⅱ,1.81,122418726.0,301551,无线传媒,3.35
BK1301,游戏Ⅲ,1.81,973765200.0,002602,世纪华通,7.96
BK1046,游戏Ⅱ,1.81,973765200.0,002602,世纪华通,7.96
BK1372,冶钢辅料,1.81,46903096.0,600295,鄂尔多斯,5.9
BK1583,零食,1.79,-3408844.0,603697,有友食品,3.12
BK1576,调味发酵品Ⅲ,1.79,-225763520.0,603696,安记食品,10.04
BK1278,调味发酵品Ⅱ,1.79,-225763520.0,603696,安记食品,10.04
BK1506,农业综合Ⅲ,1.77,2367456.0,002556,辉隆股份,1.9
BK1257,农业综合Ⅱ,1.77,2367456.0,002556,辉隆股份,1.9
BK1323,综合电力设备商,1.76,317541839.0,600875,东方电气,1.99
BK1281,休闲食品,1.65,439701.0,603057,紫燕食品,4.6
BK1256,农产品加工,1.57,-118451808.0,920371,欧福蛋业,5.75
BK1471,工程咨询服务Ⅲ,1.54,-85878576.0,002949,华阳国际,10.01
BK0726,工程咨询服务Ⅱ,1.54,-85878576.0,002949,华阳国际,10.01
BK1551,百货,1.53,142348448.0,600865,百大集团,9.98
BK1294,门户网站,1.53,236277072.0,300987,川网传媒,3.59
BK1582,烘焙食品,1.52,1270885.0,002820,桂发祥,4.16
BK1584,熟食,1.49,2577660.0,603057,紫燕食品,4.6
BK1504,粮油加工,1.48,-145838384.0,000505,京粮控股,4.9
BK1361,期货,1.47,-4877308.0,603093,南华期货,1.89
BK1292,广告媒体,1.47,90159772.0,002027,分众传媒,2.31
BK1498,品牌化妆品,1.46,6686018.0,600315,上海家化,3.56
BK0424,水泥,1.44,2933533.0,600802,福建水泥,9.92
BK1542,文化用品,1.42,-5937635.0,300703,创源股份,4.75
BK1480,机场,1.39,96618534.0,600515,海南机场,2.55
BK1530,商用载货车,1.37,247000993.0,000951,中国重汽,2.66
BK1561,旅游综合,1.37,-19145212.0,000610,*ST西旅,8.2
