trade_date,code,secucode,name,close_price,change_rate,turnover_rate,accum_amount,lhb_net_amt,lhb_buy_amt,lhb_sell_amt,deal_amount_ratio,deal_net_ratio,reason,reason_type,market,trade_market,buy_seats,sell_seats,buy_ratio,sell_ratio
20260904,003040,003040.SZ,楚天龙,21.12,10.0,10.7994,1040333097.0,671060551.16,756177395.6,85116844.44,80.867776144586,64.504393169374,日涨幅偏离值达到7%的前5只证券,普通席位买入，成功率50.00%,SZ,深交所主板,11111.0,11111.0,72.66877020255,7.277972281987
20260904,000592,000592.SZ,平潭发展,7.49,9.9853,17.8043,2471567689.0,483874296.85,707366286.93,223491990.08,37.662665730455,19.577626742878,日涨幅偏离值达到7%的前5只证券,1家机构买入，成功率45.46%,SZ,深交所主板,11113.0,11131.0,24.964379741897,8.446282616863
20260904,600869,600869.SH,远东股份,21.2,0.7126,15.4431,18321105332.0,473429355.32,2616700982.81,2143271627.49,25.980815698855,2.584065462978,非S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,上海资金买入，成功率44.61%,SH,上交所主板,11111.0,11111.0,14.282440580916,11.698375117938
20260904,002354,002354.SZ,天娱数科,8.45,8.7516,38.0881,5219316867.0,450528371.26,860865658.91,410337287.65,24.355734264716,8.631941358237,日换手率达到20%的前5只证券,2家机构买入，成功率40.79%,SZ,深交所主板,13311.0,11331.0,15.487284754846,7.837268555897
20260904,301171,301171.SZ,易点天下,38.28,11.1176,31.8047,6314085223.0,287074635.05,842245818.53,555171183.48,22.131741220719,4.546575234751,日换手率达到30%的前5只证券,3家机构买入，成功率40.21%,SZ,深交所创业板,13331.0,31131.0,12.356086305077,7.623907126348
20260904,002104,002104.SZ,恒宝股份,14.05,7.6628,33.7016,2906303643.0,210178447.24,507047773.44,296869326.2,27.661153079317,7.231813088293,日换手率达到20%的前5只证券,主力做T，成功率29.30%,SZ,深交所主板,11111.0,13311.0,14.845504411393,10.175287152541
20260904,000560,000560.SZ,我爱我家,3.15,10.1399,33.3264,2428572955.0,194039801.55,363514176.18,169474374.63,21.946573592227,7.989869159603,日涨幅偏离值达到7%的前5只证券,普通席位买入，成功率46.14%,SZ,深交所主板,11111.0,11111.0,13.202670558439,5.86619740357
20260904,600354,600354.SH,敦煌种业,8.66,10.0381,27.9341,1240319858.0,166972461.2,220589488.4,53617027.2,22.1077259895,13.462048529098,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前五只证券,普通席位买入，成功率49.63%,SH,上交所主板,11111.0,11111.0,17.784887259299,4.322838730202
20260904,688170,688170.SH,德龙激光,61.9,17.5019,16.9039,1068862800.0,135686833.74,277843784.71,142156950.97,39.294167191524,12.694504265655,有价格涨跌幅限制的日收盘价格涨幅达到15%的前五只证券,买一主买，成功率43.80%,SH,上交所科创板,11111.0,11111.0,25.99433572859,13.299831462935
20260904,300300,300300.SZ,海峡创新,9.13,16.0102,23.4405,1366817058.0,135087348.82,289511062.58,154423713.76,32.479458296313,9.883352569339,日涨幅达到15%的前5只证券,3家机构买入，成功率42.38%,SZ,深交所创业板,11333.0,13333.0,20.221290988599,11.297527262789
