trade_date,code,name,main_net_inflow,super_net_inflow,big_net_inflow
20260904,600611,大众交通,-272474957.0,-140963901.0,-131511056.0
20260904,002472,双环传动,748748720.0,942082528.0,-193333808.0
20260904,002980,华盛昌,58460176.0,39650576.0,18809600.0
20260904,605088,冠盛股份,30434364.0,-7534816.0,37969180.0
20260904,603138,海量数据,-8261064.0,15675304.0,-23936368.0
20260904,603270,金帝股份,-133699001.0,-67955623.0,-65743378.0
20260904,001299,美能能源,-26892064.0,-43444016.0,16551952.0
20260904,002104,恒宝股份,458547296.0,553905056.0,-95357760.0
20260904,002537,海联金汇,165213228.0,158921111.0,6292117.0
20260904,002548,金新农,74172432.0,57179277.0,16993155.0
20260904,603257,中国瑞林,47759273.0,65356894.0,-17597621.0
