trade_date,code,name,main_net_inflow,super_net_inflow,big_net_inflow
20260828,600103,青山纸业,-287856743.0,-267481319.0,-20375424.0
20260828,603261,立航科技,-24170520.0,-10303624.0,-13866896.0
20260828,002902,铭普光磁,228317332.0,239326754.0,-11009422.0
20260828,603618,杭电股份,-177458000.0,76557088.0,-254015088.0
20260828,601360,三六零,670877792.0,662390176.0,8487616.0
20260828,002418,康盛股份,-242997952.0,-61773488.0,-181224464.0
20260828,002636,金安国纪,-203632.0,-6993840.0,6790208.0
20260828,603330,天洋新材,112966788.0,95195988.0,17770800.0
20260828,688205,德科立,599005808.0,574140464.0,24865344.0
20260828,603711,香飘飘,14827135.0,211670.0,14615465.0
20260828,002072,凯瑞德,-3234268.0,-11989952.0,8755684.0
20260828,603395,红四方,56054033.0,65260422.0,-9206389.0
