trade_date,code,name,break_times,first_seal_time,up_pct,industry
20260817,002903,宇环数控,1,09:33,0.5806010961532593,通用设备
20260817,002724,海洋王,1,09:43,5.899704933166504,照明设备
20260817,603559,中通国脉,3,09:47,7.981756210327148,通信服务
20260817,002346,柘中股份,5,09:48,8.956560134887695,电网设备
20260817,000533,顺钠股份,1,10:03,4.57685661315918,电网设备
20260817,688035,德邦科技,1,10:59,14.40097427368164,电子化学
20260817,002370,亚太药业,2,11:10,3.150912046432495,化学制药
20260817,600272,开开实业,3,11:10,8.125,医药商业
20260817,003033,征和工业,5,11:26,8.962553977966309,摩托车及
20260817,000678,襄阳轴承,4,11:29,6.823266506195068,汽车零部
20260817,001230,劲旅环境,1,13:01,8.28966236114502,环境治理
20260817,600186,莲花控股,1,13:36,9.23460865020752,调味发酵
