trade_date,code,name,break_times,first_seal_time,up_pct,industry
20260909,603214,爱婴室,2,09:25,4.996431350708008,专业连锁
20260909,002172,澳洋健康,1,09:30,-4.125736713409424,医疗服务
20260909,000988,华工科技,4,09:30,8.216452598571777,自动化设
20260909,000020,深华发Ａ,1,09:31,8.759123802185059,光学光电
20260909,600108,亚盛集团,3,09:31,8.143939018249512,种植业
20260909,600691,潞化科技,1,09:31,5.952381134033203,农化制品
20260909,002910,庄园牧场,1,09:33,1.574074149131775,饮料乳品
20260909,603330,天洋新材,1,09:33,1.0794897079467773,塑料
20260909,000586,汇源通信,1,09:36,6.661839008331299,通信设备
20260909,600776,东方通信,1,09:37,5.251313209533691,通信设备
20260909,603938,三孚股份,2,09:37,6.031960487365723,化学原料
20260909,600234,科新发展,5,09:38,6.870938301086426,装修装饰
20260909,603663,三祥新材,5,09:38,7.210432052612305,化学原料
20260909,002953,日丰股份,1,09:39,6.012950897216797,电网设备
20260909,601869,长飞光纤,1,09:39,6.040542125701904,通信设备
20260909,002886,沃特股份,1,09:42,4.039999961853027,塑料
20260909,605277,新亚电子,3,09:44,5.918242931365967,消费电子
20260909,300913,兆龙互连,2,09:45,14.716559410095215,通信设备
20260909,002121,科陆电子,1,09:48,5.835010051727295,电网设备
20260909,600059,古越龙山,2,09:49,6.818181991577148,非白酒
20260909,603285,键邦股份,3,10:00,6.9174370765686035,化学制品
20260909,601126,四方股份,2,10:01,7.581047534942627,电网设备
20260909,000923,河钢资源,2,10:08,6.978085517883301,冶钢原料
20260909,603115,海星股份,1,10:18,6.9955153465271,元件
20260909,603066,音飞储存,1,10:21,4.951560974121094,物流
20260909,002913,奥士康,8,10:36,9.927434921264648,元件
20260909,001316,润贝航科,2,13:18,4.869800567626953,炼化及贸
