trade_date,code,name,break_times,first_seal_time,up_pct,industry
20260910,000523,红棉股份,1,09:25,2.2935779094696045,综合Ⅱ
20260910,002040,南 京 港,5,09:25,2.8056113719940186,航运港口
20260910,600844,金煤科技,1,09:30,-0.7792207598686218,化学原料
20260910,000972,中基健康,1,09:30,-2.9748282432556152,农产品加
20260910,603162,海通发展,1,09:30,0.5832793116569519,航运港口
20260910,000930,中粮科技,3,09:31,1.404056191444397,农产品加
20260910,600403,大有能源,5,09:33,4.010695457458496,煤炭开采
20260910,601949,中国出版,3,09:34,4.0419158935546875,出版
20260910,601999,出版传媒,1,09:35,2.0775623321533203,出版
20260910,000759,中百集团,4,09:44,2.597402572631836,一般零售
20260910,002735,王子新材,2,09:46,6.112054347991943,包装印刷
20260910,002457,青龙管业,3,09:50,4.867987155914307,装修建材
20260910,002295,精艺股份,3,09:52,6.3903279304504395,工业金属
20260910,603366,日出东方,2,09:56,5.612244606018066,厨卫电器
20260910,002242,九阳股份,1,10:00,4.117647171020508,小家电
20260910,003029,吉大正元,3,10:08,4.862700462341309,软件开发
20260910,002552,宝鼎科技,1,10:30,5.955387115478516,元件
20260910,301176,逸豪新材,1,10:30,15.285714149475098,元件
20260910,605006,山东玻纤,2,10:38,5.997551918029785,玻璃玻纤
20260910,000889,中嘉博创,4,10:46,5.5276384353637695,通信服务
20260910,600812,华北制药,1,13:41,7.916666507720947,化学制药
20260910,605177,东亚药业,2,14:14,8.472344398498535,化学制药
