board_code,board_name,pct,main_net_inflow,leader_code,leader_name,leader_pct
BK1203,非银金融,0.87,1289976576.0,600318,新力金融,10.07
BK0427,公用事业,0.86,2030780160.0,000993,闽东电力,10.03
BK1366,证券Ⅲ,0.83,1227038016.0,600864,哈投股份,5.26
BK0473,证券Ⅱ,0.83,1227038016.0,600864,哈投股份,5.26
BK1032,风电设备,0.81,451491408.0,002531,天顺风能,10.03
BK1374,风力发电,0.76,201907680.0,000537,绿发电力,4.15
BK1313,风电零部件,0.71,370229813.0,002531,天顺风能,10.03
BK1363,信托,0.66,-7570579.0,000563,陕国投Ａ,0.99
BK1492,焦炭Ⅲ,0.65,89486495.0,600792,云煤能源,9.96
BK1249,焦炭Ⅱ,0.65,89486495.0,600792,云煤能源,9.96
BK1470,房屋建设Ⅲ,0.65,-104274623.0,600939,重庆建工,1.1
BK1246,房屋建设Ⅱ,0.65,-104274623.0,600939,重庆建工,1.1
BK1381,燃气Ⅲ,0.47,512001008.0,603318,水发燃气,9.99
BK1028,燃气Ⅱ,0.47,512001008.0,603318,水发燃气,9.99
BK1365,租赁,0.44,-32440892.0,000415,渤海租赁,0.87
BK1562,人工景区,0.43,89299292.0,002059,云南旅游,4.99
BK1376,核力发电,0.32,-14012261.0,601985,中国核电,0.55
BK1587,电信运营商,0.32,-7043644.0,601728,XD中国电,1.14
BK1358,保险Ⅲ,0.31,-163730256.0,601601,中国太保,0.6
BK0474,保险Ⅱ,0.31,-163730256.0,601601,中国太保,0.6
BK1538,瓷砖地板,0.3,56103877.0,002918,蒙娜丽莎,4.56
BK1454,其他黑色家电,0.28,29348273.0,000810,创维数字,3.8
BK1463,水泥制品,0.25,56590030.0,002596,海南瑞泽,4.01
BK1481,港口,0.24,-10680736.0,002040,南 京 港,2.81
BK1326,半导体设备,0.21,48018464.0,301297,富乐德,8.97
BK1563,自然景区,0.2,-18084309.0,000978,桂林旅游,9.99
BK1328,集成电路封测,0.2,-69690320.0,688216,气派科技,6.16
BK1465,防水材料,0.17,10523631.0,300715,凯伦股份,2.06
BK1483,高速公路,0.13,31643064.0,001965,招商公路,2.09
BK1360,金融信息服务,0.11,-20620511.0,603123,翠微股份,3.8
BK1491,端到端供应链服务,0.09,25035346.0,300013,新宁物流,5.69
BK1016,汽车服务,0.06,49256968.0,300825,阿尔特,4.69
BK1208,建筑材料,0.06,1701689984.0,600876,凯盛新能,10.01
BK1272,旅游及景区,0.02,102156448.0,000978,桂林旅游,9.99
BK1474,钢结构,0.01,13101327.0,002743,ST富煌,7.95
BK1450,空调,0.0,-90296752.0,000921,海信家电,1.26
BK0740,教育,-0.08,-6521210.0,300010,ST豆神,11.62
BK1364,资产管理,-0.08,48386337.0,000532,华金资本,10.0
BK1591,通信网络设备及器件,-0.12,-1128065792.0,603421,鼎信通讯,9.95
BK1477,其他专业工程,-0.15,441657280.0,603601,再升科技,10.06
BK1327,分立器件,-0.16,4314784.0,688711,宏微科技,5.22
BK0424,水泥,-0.19,-3554683.0,600802,福建水泥,4.66
BK1385,航天装备Ⅲ,-0.2,191732892.0,688523,航天环宇,1.04
BK1232,航天装备Ⅱ,-0.2,191732892.0,688523,航天环宇,1.04
BK0421,铁路公路,-0.21,66434384.0,001965,招商公路,2.09
BK1248,专业工程,-0.21,403862464.0,603601,再升科技,10.06
BK1485,铁路运输,-0.26,62566293.0,601333,广深铁路,0.64
BK1476,化学工程,-0.27,-764255.0,002140,东华科技,3.11
BK1368,钢铁管材,-0.27,7123151.0,000778,新兴铸管,0.53
BK1574,油气开采Ⅲ,-0.27,204785847.0,600938,中国海油,0.7
BK1276,油气开采Ⅱ,-0.27,204785847.0,600938,中国海油,0.7
BK1344,产业地产,-0.31,-29940529.0,601512,中新集团,0.8
BK1451,厨房电器,-0.33,-13812382.0,002508,老板电器,2.51
BK1339,被动元件,-0.35,-597968.0,920128,胜业电气,9.8
BK1241,黑色家电,-0.37,-35756081.0,000810,创维数字,3.8
BK1378,其他能源发电,-0.39,-5318453.0,002616,长青集团,0.2
BK1480,机场,-0.41,-30845434.0,000089,深圳机场,0.0
BK1369,长材,-0.46,-12872297.0,600231,凌钢股份,0.56
BK1325,半导体材料,-0.47,-136139984.0,688809,强一股份,4.61
BK1464,水泥制造,-0.47,-60144731.0,600802,福建水泥,4.66
BK1520,综合乘用车,-0.47,265636165.0,600104,上汽集团,2.01
BK1210,交通运输,-0.47,-375837520.0,300013,新宁物流,5.69
BK1523,汽车经销商,-0.48,1795143.0,600822,上海物贸,1.88
BK1561,旅游综合,-0.48,30941474.0,000610,*ST西旅,8.54
BK1560,酒店,-0.5,-24498422.0,600754,锦江酒店,0.51
BK0420,航空机场,-0.51,-133276977.0,603885,吉祥航空,0.1
BK1490,原材料供应链服务,-0.51,-34497362.0,600153,建发股份,1.19
BK1329,集成电路制造,-0.51,-234158704.0,688820,盛合晶微,1.28
BK1301,游戏Ⅲ,-0.53,206780736.0,002174,游族网络,10.0
BK1046,游戏Ⅱ,-0.53,206780736.0,002174,游族网络,10.0
BK0450,航运港口,-0.54,-312156304.0,002320,海峡股份,4.4
