board_code,board_name,pct,main_net_inflow,leader_code,leader_name,leader_pct
BK1556,教育运营及其他,6.02,28013388.0,300010,ST豆神,11.62
BK1452,卫浴电器,4.87,359989735.0,002543,万和电气,10.03
BK1356,其他饰品,4.72,8666321.0,600735,ST新华锦,9.97
BK1462,玻纤制造,3.77,1632714816.0,002201,九鼎新材,10.04
BK0546,玻璃玻纤,2.53,1676186896.0,600876,凯盛新能,10.01
BK1383,航海装备Ⅲ,2.52,487502080.0,300600,国瑞科技,6.92
BK1230,航海装备Ⅱ,2.52,487502080.0,300600,国瑞科技,6.92
BK1373,电能综合服务,2.26,370380375.0,600644,乐山电力,10.0
BK1380,水力发电,2.23,161140448.0,000993,闽东电力,10.03
BK1359,金融控股,2.12,183459488.0,600318,新力金融,10.07
BK1469,涂料,1.97,-430890.0,603378,*ST亚士,7.78
BK1340,印制电路板,1.95,3017472512.0,002636,金安国纪,10.0
BK1609,城商行Ⅲ,1.93,313034224.0,002142,宁波银行,3.49
BK1489,快递,1.91,59266023.0,600233,圆通速递,4.7
BK1611,国有大型银行Ⅲ,1.51,105527152.0,601328,交通银行,2.06
BK1283,银行,1.47,337296896.0,002142,宁波银行,3.49
BK0475,银行Ⅱ,1.47,337296896.0,002142,宁波银行,3.49
BK1461,玻璃制造,1.43,43472114.0,600876,凯盛新能,10.01
BK1240,厨卫电器,1.41,346177365.0,002543,万和电气,10.03
BK1314,风电整机,1.35,81261603.0,688660,电气风电,3.94
BK0459,元件,1.3,3016874240.0,002636,金安国纪,10.0
BK1377,火力发电,1.24,617742032.0,600744,华银电力,10.06
BK1361,期货,1.22,55455075.0,603093,南华期货,1.8
BK1375,光伏发电,1.19,201966623.0,603105,芯能科技,9.97
BK1612,农商行Ⅲ,1.17,92071888.0,600908,无锡银行,2.54
BK1524,汽车综合服务,1.15,47461826.0,300825,阿尔特,4.69
BK0738,多元金融,1.05,226668912.0,600318,新力金融,10.07
BK0428,电力,0.97,1518779136.0,000993,闽东电力,10.03
BK1610,股份制银行Ⅲ,0.88,-173336288.0,600036,招商银行,1.39
