board_code,board_name,pct,main_net_inflow,leader_code,leader_name,leader_pct
BK1341,房产租赁经纪,6.0,169532482.0,000560,我爱我家,10.14
BK1518,种子,5.87,385559264.0,600371,万向德农,10.03
BK1556,教育运营及其他,5.03,33592402.0,300010,ST豆神,7.14
BK1459,清洁小家电,4.87,233982400.0,688169,石头科技,20.0
BK1597,血液制品,4.83,38235851.0,002880,卫光生物,10.0
BK1456,其他家电Ⅲ,4.56,6355421.0,002614,奥佳华,7.02
BK1243,其他家电Ⅱ,4.56,6355421.0,002614,奥佳华,7.02
BK1469,涂料,4.49,12084075.0,603378,*ST亚士,8.7
BK1592,通信线缆及配套,4.46,4388825088.0,000070,特发信息,9.99
BK1497,化妆品制造及其他,4.46,25526870.0,920176,维琪科技,13.63
BK1252,化妆品,4.19,124663563.0,920176,维琪科技,13.63
BK1541,卫浴制品,4.15,5267005.0,002084,海鸥住工,10.13
BK1364,资产管理,4.12,9068153.0,000935,四川双马,2.22
BK1400,制冷空调设备,4.09,761622880.0,002686,亿利达,10.0
BK1498,品牌化妆品,3.92,99136706.0,300740,水羊股份,9.02
BK1585,乳品,3.89,2733795.0,300106,西部牧业,7.94
BK1261,种植业,3.8,319981040.0,600371,万向德农,10.03
BK1478,装修装饰Ⅲ,3.74,338821987.0,002081,金 螳 螂,10.0
BK0725,装修装饰Ⅱ,3.74,338821987.0,002081,金 螳 螂,10.0
BK1600,医疗研发外包,3.71,1772818896.0,002821,凯莱英,10.0
BK1552,超市,3.71,219031375.0,000759,中百集团,8.3
BK1510,其他养殖,3.7,-26904969.0,300313,天山生物,8.27
BK1337,品牌消费电子,3.67,91442171.0,301606,绿联科技,12.56
BK1382,地面兵装Ⅲ,3.61,150761260.0,300922,天秦装备,19.99
BK1229,地面兵装Ⅱ,3.61,150761260.0,300922,天秦装备,19.99
BK1558,学历教育,3.55,7093399.0,002659,凯文教育,3.63
BK1559,餐饮,3.53,16634021.0,000721,西安饮食,4.53
BK1045,房地产服务,3.48,181119727.0,000560,我爱我家,10.14
BK1473,园林工程,3.46,31766527.0,605303,园林股份,10.01
BK1504,粮油加工,3.37,330588496.0,600127,金健米业,10.05
BK1551,百货,3.35,59954780.0,600280,中央商场,5.48
BK1271,酒店餐饮,3.35,53281086.0,000428,华天酒店,9.92
BK1560,酒店,3.23,36647064.0,000428,华天酒店,9.92
BK1606,线下药店,3.2,8183838.0,603233,大参林,6.05
BK1553,多业态零售,3.2,93305813.0,600838,上海九百,10.01
BK1542,文化用品,3.19,10361480.0,301101,明月镜片,4.93
BK1369,长材,3.18,-4854171.0,000717,中南股份,3.62
BK0482,一般零售,3.15,421033824.0,600838,上海九百,10.01
BK1533,塑料包装,3.15,188919181.0,003018,金富科技,10.0
BK1035,美容护理,3.14,150551622.0,920176,维琪科技,13.63
BK1298,文字媒体,3.12,173655495.0,603533,掌阅科技,3.31
BK1561,旅游综合,3.07,136517462.0,000796,凯撒旅业,10.0
BK1042,医药商业,3.0,181527139.0,600829,人民同泰,9.98
BK1383,航海装备Ⅲ,2.97,154574208.0,300589,江龙船艇,6.82
BK1230,航海装备Ⅱ,2.97,154574208.0,300589,江龙船艇,6.82
BK1564,体育Ⅲ,2.97,8403721.0,002858,力盛体育,3.67
BK1273,体育Ⅱ,2.97,8403721.0,002858,力盛体育,3.67
BK1601,医院,2.96,115733920.0,002622,皓宸医疗,6.48
BK1607,医药流通,2.93,173343305.0,600829,人民同泰,9.98
BK1282,饮料乳品,2.92,31582768.0,300106,西部牧业,7.94
BK1454,其他黑色家电,2.91,9977109.0,000810,创维数字,3.86
BK1299,影视动漫制作,2.9,180953318.0,001330,博纳影业,5.34
BK1305,燃料电池,2.89,-3249641.0,688339,亿华通-U,2.89
BK1222,影视院线,2.87,176801389.0,001330,博纳影业,5.34
BK1343,物业管理,2.87,7573285.0,300917,特发服务,5.39
BK1517,食用菌,2.86,3870647.0,300970,华绿生物,6.51
BK1546,电商服务,2.85,47865522.0,003010,若羽臣,5.49
BK0727,医疗服务,2.82,1834481024.0,002821,凯莱英,10.0
BK1244,小家电,2.82,220518784.0,688169,石头科技,20.0
BK1513,海洋捕捞,2.8,353673.0,000798,中水渔业,3.56
BK1401,纺织服装设备,2.8,117530866.0,603095,越剑智能,9.99
BK1350,其他纺织,2.79,6449930.0,002144,宏达高科,5.02
BK1397,磨具磨料,2.79,625379472.0,600172,黄河旋风,9.98
BK1300,院线,2.74,-4151943.0,603103,横店影视,4.64
BK1545,特种纸,2.74,232248599.0,600103,青山纸业,10.14
BK0740,教育,2.7,21481951.0,300688,创业黑马,9.59
