board_code,board_name,pct,main_net_inflow,leader_code,leader_name,leader_pct
BK1608,中药Ⅲ,2.69,66504304.0,002412,汉森制药,9.99
BK1040,中药Ⅱ,2.69,66504304.0,002412,汉森制药,9.99
BK1554,商业物业经营,2.69,48741856.0,600605,汇通能源,10.02
BK1505,其他农产品加工,2.68,61875589.0,600191,华资实业,6.4
BK1260,渔业,2.68,2582079.0,000798,中水渔业,3.56
BK1213,商贸零售,2.68,610726400.0,600838,上海九百,10.01
BK1291,电视广播Ⅲ,2.63,89714518.0,600637,东方明珠,4.38
BK1219,电视广播Ⅱ,2.63,89714518.0,600637,东方明珠,4.38
BK1256,农产品加工,2.61,446687648.0,600127,金健米业,10.05
BK1342,房地产综合服务,2.6,4013954.0,600684,珠江股份,2.6
BK1514,水产养殖,2.59,2228407.0,300094,国联水产,3.55
BK1355,运动服装,2.58,-32280516.0,002486,嘉麟杰,5.88
BK1433,复合肥,2.56,119451513.0,603395,红四方,10.02
BK1496,洗护用品,2.55,-1146556.0,001328,登康口腔,3.04
BK1347,纺织鞋类制造,2.53,3388938.0,300979,华利集团,2.53
BK1595,原料药,2.52,59740368.0,301211,亨迪药业,13.53
BK1535,纸包装,2.51,52653534.0,603687,大胜达,10.0
BK1297,图片媒体,2.49,36040547.0,000681,视觉中国,2.49
BK1486,仓储物流,2.49,1316408.0,002492,恒基达鑫,4.45
BK1511,肉鸡养殖,2.48,-4866434.0,300967,晓鸣股份,4.28
BK1267,造纸,2.48,284538017.0,600103,青山纸业,10.14
BK0433,农林牧渔,2.48,942459552.0,600371,万向德农,10.03
BK1547,跨境电商,2.47,53472201.0,300464,星徽股份,6.66
BK1259,养殖业,2.47,242301040.0,300313,天山生物,8.27
BK0465,化学制药,2.46,977572352.0,002742,冀衡医药,10.12
BK1272,旅游及景区,2.45,199020327.0,000796,凯撒旅业,10.0
BK1268,互联网电商,2.45,94219465.0,300464,星徽股份,6.66
BK1506,农业综合Ⅲ,2.44,-6006234.0,300021,大禹节水,3.12
BK1257,农业综合Ⅱ,2.44,-6006234.0,300021,大禹节水,3.12
BK1594,化学制剂,2.44,917831888.0,002742,冀衡医药,10.12
BK1265,包装印刷,2.42,188778827.0,603687,大胜达,10.0
BK1549,旅游零售Ⅲ,2.42,105943520.0,600185,珠免集团,3.78
BK1269,旅游零售Ⅱ,2.42,105943520.0,600185,珠免集团,3.78
BK1447,垂直应用软件,2.41,641764288.0,300542,新晨科技,16.74
