trade_date,code,name,break_times,first_seal_time,up_pct,industry
20260918,002080,中材科技,1,09:25,2.6069176197052,玻璃玻纤
20260918,003026,中晶科技,3,09:25,0.5405405759811401,半导体
20260918,000710,贝瑞基因,1,09:32,5.971897125244141,医疗服务
20260918,002693,双成药业,2,09:34,3.4792368412017822,化学制药
20260918,000920,沃顿科技,2,09:34,4.196357727050781,塑料
20260918,600156,华升股份,1,09:36,5.046948432922363,纺织制造
20260918,002902,铭普光磁,7,09:37,6.995884895324707,通信设备
20260918,002735,王子新材,2,09:40,7.379767894744873,包装印刷
20260918,000993,闽东电力,11,09:45,9.070673942565918,电力
20260918,002172,澳洋健康,1,09:57,4.970178604125977,医疗服务
20260918,301080,百普赛斯,1,09:58,10.273972511291504,生物制品
20260918,600163,中闽能源,3,09:58,4.215851306915283,电力
20260918,301230,泓博医药,1,09:58,10.758099555969238,医疗服务
20260918,002724,海洋王,1,10:21,4.392386436462402,照明设备
20260918,600059,古越龙山,9,10:35,8.629441261291504,非白酒
20260918,603177,德创环保,2,10:55,7.89724063873291,环境治理
20260918,600712,南宁百货,2,11:00,5.731225490570068,一般零售
20260918,300836,佰奥智能,4,11:01,19.420068740844727,专用设备
20260918,002767,先锋电子,1,11:10,3.630175828933716,通用设备
20260918,002685,华东重机,2,11:20,6.591337203979492,工程机械
20260918,002631,德尔未来,6,13:00,9.975062370300293,家居用品
20260918,688261,东微半导,2,13:00,15.157090187072754,半导体
20260918,601369,陕鼓动力,1,13:47,7.380952835083008,专用设备
20260918,603679,华体科技,3,14:04,8.474576950073242,光学光电
20260918,601155,新城控股,7,14:22,9.874326705932617,房地产开
