board_code,board_name,pct,main_net_inflow,leader_code,leader_name,leader_pct
BK1549,旅游零售Ⅲ,5.99,284342584.0,600185,珠免集团,10.0
BK1269,旅游零售Ⅱ,5.99,284342584.0,600185,珠免集团,10.0
BK1616,白银,4.72,282595648.0,002716,湖南白银,7.81
BK1469,涂料,3.78,22284320.0,603378,*ST亚士,4.65
BK1532,金属包装,3.45,299760577.0,002969,嘉美包装,10.01
BK1482,航运,3.06,802611728.0,603162,海通发展,10.0
BK1397,磨具磨料,2.69,1579317984.0,920725,惠丰钻石,10.71
BK1565,会展服务,2.66,71071004.0,300795,米奥会展,7.81
BK0732,贵金属,2.63,837119312.0,002716,湖南白银,7.81
BK1358,保险Ⅲ,2.56,899022032.0,601601,中国太保,3.69
BK0474,保险Ⅱ,2.56,899022032.0,601601,中国太保,3.69
BK1465,防水材料,2.37,142014815.0,002271,东方雨虹,2.74
BK1307,电机Ⅲ,2.04,567299152.0,603728,鸣志电器,10.0
BK1030,电机Ⅱ,2.04,567299152.0,603728,鸣志电器,10.0
BK1617,黄金,2.0,554523344.0,002155,湖南黄金,5.07
BK0450,航运港口,1.91,906800224.0,603162,海通发展,10.0
BK1484,公交,1.88,449983078.0,600611,大众交通,10.04
BK1622,镍,1.82,89625918.0,603799,华友钴业,1.82
BK1322,其他电源设备Ⅲ,1.7,1027788128.0,300870,欧陆通,9.49
BK1569,炼油化工,1.57,230199152.0,000301,东方盛虹,6.66
BK1476,化学工程,1.56,24952077.0,605167,利柏特,7.69
BK1625,钨,1.4,35827600.0,002842,翔鹭钨业,2.76
BK1551,百货,1.36,379011376.0,601086,国芳集团,10.0
BK1615,铜,1.34,638814336.0,601212,白银有色,10.06
BK1618,磁性材料,1.31,170824168.0,300224,正海磁材,4.04
BK1556,教育运营及其他,1.3,24034876.0,300010,ST豆神,4.07
BK1290,教育出版,1.25,62498945.0,605577,龙版传媒,10.04
BK1034,其他电源设备Ⅱ,1.22,957576288.0,300870,欧陆通,9.49
BK1515,粮食种植,1.18,-48321328.0,601952,苏垦农发,2.45
BK1365,租赁,1.17,-60165278.0,600901,江苏金租,3.34
BK1571,油品石化贸易,1.16,49357692.0,603353,和顺石油,8.9
BK1300,院线,1.14,12525931.0,300528,幸福蓝海,5.64
BK1339,被动元件,1.13,375398336.0,603989,艾华集团,9.99
BK0459,元件,1.09,-1566165504.0,603989,艾华集团,9.99
BK1340,印制电路板,1.07,-1941563904.0,301282,金禄电子,12.31
BK1562,人工景区,1.04,27234439.0,002059,云南旅游,10.1
BK1400,制冷空调设备,1.01,445821632.0,300990,同飞股份,9.51
BK1410,其他自动化设备,1.0,-53040800.0,300400,劲拓股份,13.45
BK1431,有机硅,0.91,-26467917.0,002909,集泰股份,10.03
BK1552,超市,0.89,183334476.0,000759,中百集团,4.19
BK1489,快递,0.88,74568564.0,600233,圆通速递,2.47
BK1287,工业金属,0.88,1046190848.0,601212,白银有色,10.06
BK1345,商业地产,0.87,160356496.0,900939,汇丽B,6.65
BK1376,核力发电,0.86,154886944.0,003816,中国广核,1.62
BK1320,逆变器,0.75,-3866704.0,688390,固德威,2.35
BK1613,铝,0.74,411383808.0,002824,和胜股份,5.8
BK0478,有色金属,0.72,1880364032.0,601212,白银有色,10.06
BK1334,光学元件,0.67,480802624.0,688195,腾景科技,8.76
BK1480,机场,0.67,16280312.0,600004,白云机场,1.55
BK1623,钼,0.65,-26146376.0,601958,金钼股份,1.5
BK1409,激光设备,0.62,107132928.0,688559,海目星,3.24
BK1577,啤酒,0.61,14246041.0,000929,兰州黄河,3.82
BK1481,港口,0.56,104188505.0,002040,南 京 港,3.62
BK1237,自动化设备,0.56,163132640.0,605288,凯迪股份,10.01
BK1366,证券Ⅲ,0.54,1617510288.0,002670,国盛证券,4.02
BK0473,证券Ⅱ,0.54,1617510288.0,002670,国盛证券,4.02
BK0420,航空机场,0.53,162420201.0,002928,华夏航空,1.62
BK1422,无机盐,0.52,344275408.0,603067,振华股份,8.53
BK1614,铅锌,0.52,-4007360.0,601020,华钰矿业,5.03
BK1453,彩电,0.52,-81627159.0,002848,高斯贝尔,1.5
BK1336,其他电子Ⅲ,0.49,716364512.0,300736,百邦科技,4.81
BK1223,其他电子Ⅱ,0.49,716364512.0,300736,百邦科技,4.81
BK1383,航海装备Ⅲ,0.48,226615808.0,603268,松发股份,4.04
BK1230,航海装备Ⅱ,0.48,226615808.0,603268,松发股份,4.04
BK1596,其他生物制品,0.48,-42157216.0,000534,万泽股份,7.04
BK1210,交通运输,0.47,1492479120.0,600611,大众交通,10.04
BK1015,能源金属,0.47,-205581360.0,002738,中矿资源,2.07
BK1449,冰洗,0.45,58096369.0,600336,澳柯玛,3.72
BK1479,航空运输,0.45,146139887.0,002928,华夏航空,1.62
BK1302,电池化学品,0.44,-97148160.0,603906,龙蟠科技,4.94
BK1239,白色家电,0.44,75984432.0,600336,澳柯玛,3.72
BK1408,机器人,0.43,230039552.0,688090,瑞松科技,3.12
BK1450,空调,0.41,17888069.0,000921,海信家电,2.76
BK1620,钴,0.4,-12413863.0,301219,腾远钴业,0.48
BK1274,炼化及贸易,0.4,287429232.0,603353,和顺石油,8.9
BK1470,房屋建设Ⅲ,0.39,121338032.0,002761,浙江建投,4.34
BK1246,房屋建设Ⅱ,0.39,121338032.0,002761,浙江建投,4.34
BK0545,通用设备,0.38,1860916480.0,603270,金帝股份,10.01
BK1398,其他通用设备,0.35,578006864.0,603090,宏盛股份,10.0
BK1396,金属制品,0.35,-307854208.0,603270,金帝股份,10.01
BK1044,生物制品,0.33,-168758912.0,000534,万泽股份,7.04
BK1377,火力发电,0.33,211100896.0,600027,华电国际,2.57
BK1475,国际工程,0.32,-19844528.0,600970,中材国际,1.31
BK1621,锂,0.31,-282793392.0,002738,中矿资源,2.07
BK1612,农商行Ⅲ,0.31,-94141040.0,600908,无锡银行,1.57
BK1372,冶钢辅料,0.31,-8801831.0,900936,鄂资Ｂ股,1.66
BK1373,电能综合服务,0.29,-28860972.0,600969,郴电国际,9.97
BK1228,冶钢原料,0.29,-21800795.0,600382,广东明珠,2.18
BK1203,非银金融,0.28,2151238400.0,002670,国盛证券,4.02
BK0482,一般零售,0.28,636316288.0,601086,国芳集团,10.0
BK1371,铁矿石,0.27,-12998967.0,600382,广东明珠,2.18
BK1288,金属新材料,0.27,357334032.0,300224,正海磁材,4.04
BK1493,动力煤,0.23,-147298480.0,600121,郑州煤电,7.36
BK1301,游戏Ⅲ,0.22,519139344.0,002174,游族网络,4.82
BK1046,游戏Ⅱ,0.22,519139344.0,002174,游族网络,4.82
