trade_date,code,name,lb_num,first_limit_time,last_limit_time,open_times,seal_amount,turnover,amount,industry
20260820,300142,沃森生物,1,09:25,09:25,0,805570239.0,4.253805637359619,1014376480.0,生物制品
20260820,300006,莱美药业,1,09:25,09:25,0,290851606.0,5.304554462432861,332679168.0,化学制药
20260820,002038,双鹭药业,1,09:25,09:25,0,119118104.0,1.996310830116272,109523779.0,化学制药
20260820,000931,中 关 村,1,09:25,09:25,0,94679893.0,1.545861840248108,53753740.0,化学制药
20260820,002412,汉森制药,2,09:25,09:25,0,234275203.0,0.8733847141265869,40263425.0,中药Ⅱ
20260820,688185,康希诺,1,09:25,09:25,0,432346626.0,2.8848633766174316,212586914.0,生物制品
20260820,688658,悦康药业,1,09:25,09:25,0,94567363.0,2.948248863220215,205507689.0,化学制药
20260820,688276,百克生物,1,09:25,09:25,0,65362954.0,1.5688390731811523,121420828.0,生物制品
20260820,688356,键凯科技,1,09:25,09:25,0,765440108.0,0.9565495252609253,51894775.0,化学制药
20260820,688137,近岸蛋白,1,09:25,09:25,0,208871493.0,3.305821180343628,155992742.0,生物制品
20260820,300122,智飞生物,1,09:30,09:30,0,173654962.0,4.359419822692871,892674496.0,生物制品
20260820,001277,速达股份,2,09:30,09:37,3,223202388.0,13.562251091003418,222483222.0,专用设备
20260820,002399,海普瑞,1,09:30,09:31,1,102834796.0,0.7043498754501343,98805010.0,化学制药
20260820,603590,康辰药业,1,09:30,09:30,0,59093224.0,1.6314083337783813,88614847.0,生物制品
20260820,002940,昂利康,1,09:30,10:00,1,110562628.0,10.007668495178223,520697280.0,化学制药
20260820,600613,神奇制药,1,09:30,09:30,0,339477461.0,12.550951957702637,514941968.0,化学制药
20260820,002365,永安药业,1,09:30,14:38,5,26855040.0,29.80791664123535,1141291968.0,化学制药
20260820,000590,古汉医药,1,09:30,09:30,0,16799252.0,1.4548598527908325,33544631.0,中药Ⅱ
20260820,920344,三元基因,1,09:30,09:30,0,93263293.0,4.886692047119141,134015324.0,生物制品
20260820,688105,诺唯赞,1,09:31,09:31,0,184255778.0,2.467048406600952,323206288.0,生物制品
20260820,600127,金健米业,4,09:31,13:04,9,54634940.0,43.407379150390625,2357097472.0,农产品加
20260820,000710,贝瑞基因,1,09:31,09:31,0,31012826.0,4.648985862731934,142630809.0,医疗服务
20260820,603801,志邦家居,2,09:31,09:33,1,41086557.0,4.756082534790039,147231727.0,家居用品
20260820,603988,中电电机,1,09:31,09:36,5,33574440.0,2.7405612468719482,135831445.0,电机Ⅱ
20260820,601700,风范股份,1,09:31,09:32,1,111732240.0,7.248906135559082,612844896.0,电网设备
20260820,002030,达安基因,1,09:31,09:32,1,84974263.0,2.5610554218292236,213092196.0,医疗器械
20260820,688114,华大智造,1,09:32,09:32,0,171291968.0,1.6624248027801514,467601056.0,医疗器械
20260820,001210,金房能源,1,09:32,09:33,1,130432544.0,3.722773313522339,145946381.0,电力
20260820,300841,康华生物,1,09:32,09:32,0,148208025.0,6.962749481201172,506960592.0,生物制品
20260820,688426,康为世纪,1,09:32,09:34,1,29283800.0,1.8977707624435425,47767775.0,医疗器械
20260820,603036,如通股份,1,09:33,11:03,3,15658841.0,9.064828872680664,284477840.0,专用设备
20260820,002880,卫光生物,1,09:33,09:33,0,55848920.0,1.194711685180664,58704783.0,生物制品
20260820,603392,万泰生物,1,09:33,09:33,0,95608852.0,0.5399757027626038,208890650.0,医疗器械
20260820,002743,富煌钢构,1,09:34,09:45,4,9900800.0,10.715922355651855,200992734.0,专业工程
20260820,000017,深中华A,1,09:34,09:34,0,33997532.0,2.3752493858337402,66504400.0,饰品
20260820,000520,凤凰航运,1,09:37,09:37,0,68280100.0,3.093320369720459,135718201.0,航运港口
20260820,601877,正泰电器,1,09:37,10:10,1,99737856.0,1.8441184759140015,1034728768.0,电网设备
20260820,603285,键邦股份,1,09:37,09:37,0,110436942.0,7.614022731781006,175136820.0,化学制品
20260820,301166,优宁维,1,09:37,09:37,0,134829234.0,9.88013744354248,184690587.0,生物制品
20260820,603376,大明电子,1,09:40,09:55,4,14799296.0,13.344263076782227,119941809.0,汽车零部
20260820,002579,中京电子,1,09:40,09:40,0,185184620.0,5.699924468994141,495325952.0,元件
20260820,603519,立霸股份,1,09:42,11:06,2,13460379.0,7.66655969619751,333642624.0,家电零部
20260820,603882,金域医学,1,09:42,09:42,1,98259744.0,2.3673391342163086,331003648.0,医疗服务
20260820,300109,新开源,1,09:42,14:51,8,18558213.0,16.784570693969727,1362583744.0,化学制品
20260820,603958,哈森股份,1,09:42,09:42,0,66361914.0,7.694764137268066,299677168.0,服装家纺
20260820,600250,南京商旅,1,09:43,10:21,2,59698725.0,8.834385871887207,248528336.0,旅游及景
20260820,603016,新宏泰,1,09:44,10:08,2,43458220.0,3.528297185897827,157191578.0,电网设备
20260820,300363,博腾股份,1,09:45,09:45,0,164286406.0,11.006208419799805,1283285648.0,医疗服务
20260820,603177,德创环保,1,09:47,09:47,0,41774150.0,3.3764545917510986,73558904.0,环境治理
20260820,002437,誉衡药业,1,09:48,09:48,0,254354288.0,22.95690155029297,2222111536.0,化学制药
20260820,603637,镇海股份,1,09:50,09:50,0,48580112.0,4.675266265869141,153321761.0,专业工程
20260820,603716,塞力医疗,1,09:50,09:50,0,55973907.0,9.145796775817871,350012624.0,医药商业
20260820,002552,宝鼎科技,1,09:52,14:06,5,65533256.0,10.4503812789917,2128262368.0,元件
20260820,000007,全新好,1,09:52,10:42,2,64290980.0,5.228774070739746,214508937.0,一般零售
20260820,300765,石药创新,1,09:52,10:19,1,234237237.0,4.593658924102783,3228159920.0,化学制药
20260820,605116,奥锐特,1,09:54,09:54,0,42266400.0,2.008009910583496,175428024.0,化学制药
20260820,600539,狮头股份,1,09:57,10:26,2,38572032.0,12.486478805541992,432388000.0,互联网电
20260820,002491,通鼎互联,1,10:00,14:06,13,235984274.0,19.102991104125977,4235345280.0,通信设备
20260820,300601,康泰生物,1,10:00,13:00,2,77645962.0,11.358240127563477,1447691312.0,生物制品
20260820,001360,南矿集团,1,10:13,10:13,0,66385827.0,4.788166522979736,106572249.0,专用设备
20260820,601118,海南橡胶,1,10:17,13:33,2,127146872.0,4.568532943725586,1162765616.0,种植业
20260820,603578,三星新材,1,10:20,10:20,0,43057080.0,3.1493165493011475,75630301.0,家电零部
