trade_date,code,name,break_times,first_seal_time,up_pct,industry
20260818,603330,天洋新材,1,09:25,-4.765957832336426,塑料
20260818,603773,沃格光电,7,09:25,7.187290668487549,光学光电
20260818,600281,华阳新材,1,09:25,0.4123711585998535,小金属
20260818,605180,华生科技,1,09:25,-6.160458564758301,纺织制造
20260818,603079,圣达生物,3,09:30,-0.1355932205915451,化学制品
20260818,603880,南卫股份,6,09:30,6.221719264984131,医疗器械
20260818,605133,嵘泰股份,2,09:32,4.5765767097473145,汽车零部
20260818,601700,风范股份,8,09:33,1.2465373277664185,电网设备
20260818,301111,粤万年青,1,09:33,16.114898681640625,中药Ⅱ
20260818,000592,平潭发展,1,09:39,4.122137069702148,林业Ⅱ
20260818,603813,原尚股份,1,09:41,6.507936954498291,物流
20260818,600829,人民同泰,1,09:43,3.119584083557129,医药商业
20260818,002081,金 螳 螂,5,09:43,7.731958389282227,装修装饰
20260818,300243,瑞丰高材,8,09:44,15.357142448425293,塑料
20260818,603709,中源家居,3,09:46,2.830188751220703,家居用品
20260818,601011,宝泰隆,1,09:52,3.370786428451538,焦炭Ⅱ
20260818,301156,美农生物,1,09:55,9.617020606994629,化学制品
20260818,000972,中基健康,3,10:00,7.4175825119018555,农产品加
20260818,605358,立昂微,1,10:04,6.503541946411133,半导体
20260818,603318,水发燃气,1,10:08,5.494505405426025,燃气Ⅱ
20260818,000837,秦川机床,1,10:15,7.089552402496338,通用设备
20260818,000798,中水渔业,1,13:11,5.450236797332764,渔业
20260818,002747,埃斯顿,1,14:56,10.0,自动化设
