trade_date,code,name,main_net_inflow,super_net_inflow,big_net_inflow
20260921,003040,楚天龙,-77039152.0,49394784.0,-126433936.0
20260921,603727,博迈科,6735945.0,8639036.0,-1903091.0
20260921,600707,彩虹股份,514726880.0,592247232.0,-77520352.0
20260921,605068,明新旭腾,23155368.0,6592528.0,16562840.0
20260921,600869,远东股份,727927008.0,730756528.0,-2829520.0
20260921,000559,万向钱潮,377322294.0,296997990.0,80324304.0
20260921,600391,航发科技,4135257.0,61575975.0,-57440718.0
20260921,301008,宏昌科技,11970122.0,60468122.0,-48498000.0
20260921,002623,亚玛顿,4271664.0,-3077891.0,7349555.0
20260921,002094,青岛金王,69835255.0,44105431.0,25729824.0
20260921,001282,三联锻造,24252588.0,23181069.0,1071519.0
20260921,000070,特发信息,591303888.0,606831936.0,-15528048.0
20260921,600308,华泰股份,25354784.0,24828396.0,526388.0
20260921,600303,曙光股份,30699369.0,26425785.0,4273584.0
20260921,300426,华智数媒,103343854.0,114000872.0,-10657018.0
20260921,600675,中华企业,23990000.0,28056820.0,-4066820.0
20260921,002169,智光电气,76824561.0,95783482.0,-18958921.0
20260921,600383,金地集团,23828456.0,23844710.0,-16254.0
20260921,000002,万  科Ａ,486386960.0,444523760.0,41863200.0
20260921,603351,威尔药业,13951044.0,6612774.0,7338270.0
20260921,002482,广田集团,48898728.0,63030717.0,-14131989.0
20260921,002199,东晶电子,19870332.0,6086741.0,13783591.0
20260921,603997,继峰股份,-19678420.0,42125409.0,-61803829.0
20260921,000823,超声电子,-23373568.0,-4755536.0,-18618032.0
20260921,002909,集泰股份,52054125.0,74687221.0,-22633096.0
